crop_file,logits,dataset,softmax_values,pred_label,true_label,original_rec,crop_start_sample,crop_end_sample
00000950.npy,"[0.21563467383384705, -0.639225959777832, -0.3920329511165619]",train,"[0.5076239705085754, 0.2159140408039093, 0.27646201848983765]",0,0,sub-037,51000,51499.0
00000951.npy,"[0.20585878193378448, -0.2563581168651581, -0.2574479877948761]",train,"[0.4426570534706116, 0.2788233757019043, 0.2785196602344513]",0,0,sub-037,51500,51999.0
00000952.npy,"[-0.08610401302576065, -0.6067437529563904, -1.3444629907608032]",train,"[0.5324076414108276, 0.3163248598575592, 0.15126760303974152]",0,0,sub-037,52000,52499.0
00000953.npy,"[2.1624596118927, -2.905341863632202, -1.5340338945388794]",train,"[0.9698318243026733, 0.006106301210820675, 0.024061884731054306]",0,0,sub-037,52500,52999.0
00000954.npy,"[1.4245936870574951, -1.661452293395996, -1.3125438690185547]",train,"[0.9005458354949951, 0.041138939559459686, 0.05831524357199669]",0,0,sub-037,53000,53499.0
00000955.npy,"[0.8397939205169678, -1.5949831008911133, -1.287354826927185]",train,"[0.8286418914794922, 0.07260335236787796, 0.09875475615262985]",0,0,sub-037,53500,53999.0
00000956.npy,"[-0.09621937572956085, -1.2310086488723755, -0.261851966381073]",train,"[0.4610744118690491, 0.14823074638843536, 0.39069485664367676]",0,0,sub-037,54000,54499.0
00000957.npy,"[-0.5586240887641907, -0.797059953212738, 0.021946407854557037]",train,"[0.2797267735004425, 0.2203853279352188, 0.4998879134654999]",2,0,sub-037,54500,54999.0
00000958.npy,"[0.4219641089439392, -1.3210115432739258, -1.0778690576553345]",train,"[0.7152224779129028, 0.12516313791275024, 0.15961435437202454]",0,0,sub-037,55000,55499.0
00000959.npy,"[1.005682349205017, -1.514740228652954, -0.8517960906028748]",train,"[0.8087400197982788, 0.06504341959953308, 0.1262165606021881]",0,0,sub-037,55500,55999.0
00000960.npy,"[0.30758658051490784, -1.0998728275299072, -0.4162437915802002]",train,"[0.5781497359275818, 0.14151044189929962, 0.2803398370742798]",0,0,sub-037,56000,56499.0
00000961.npy,"[1.2099854946136475, -1.4744672775268555, -0.7421190142631531]",train,"[0.8262868523597717, 0.056401126086711884, 0.11731205135583878]",0,0,sub-037,56500,56999.0
00000962.npy,"[0.6562532782554626, -1.0471388101577759, -0.24075469374656677]",train,"[0.628989040851593, 0.11451683938503265, 0.2564941346645355]",0,0,sub-037,57000,57499.0
00000963.npy,"[1.1519110202789307, -1.8377870321273804, -0.8199533224105835]",train,"[0.8406895399093628, 0.042288895696401596, 0.11702154576778412]",0,0,sub-037,57500,57999.0
00000964.npy,"[1.8476669788360596, -2.1116583347320557, -1.320198655128479]",train,"[0.9423566460609436, 0.01797637715935707, 0.03966693952679634]",0,0,sub-037,58000,58499.0
00000965.npy,"[2.4395296573638916, -3.610924005508423, -1.3899056911468506]",train,"[0.9764875173568726, 0.0023013786412775517, 0.02121114172041416]",0,0,sub-037,58500,58999.0
00000966.npy,"[0.5995601415634155, -1.0323771238327026, -0.7056245803833008]",train,"[0.6818153262138367, 0.13332924246788025, 0.18485544621944427]",0,0,sub-037,59000,59499.0
00000967.npy,"[-0.12299200147390366, -0.36903116106987, -0.13253332674503326]",train,"[0.3606988787651062, 0.2820274233818054, 0.3572736978530884]",0,0,sub-037,59500,59999.0
00000968.npy,"[0.3561303913593292, -1.0663783550262451, -0.371895432472229]",train,"[0.5800566077232361, 0.1398565173149109, 0.2800869047641754]",0,0,sub-037,60000,60499.0
00000969.npy,"[1.5404748916625977, -2.359523296356201, -0.96091228723526]",train,"[0.9072655439376831, 0.01836482249200344, 0.07436966150999069]",0,0,sub-037,60500,60999.0
00000970.npy,"[0.6789416074752808, -1.3587839603424072, -0.4029107987880707]",train,"[0.6805999279022217, 0.08869905769824982, 0.23070095479488373]",0,0,sub-037,61000,61499.0
00000971.npy,"[1.6398898363113403, -2.099228858947754, -0.8843766450881958]",train,"[0.9058855772018433, 0.021537473425269127, 0.07257688790559769]",0,0,sub-037,61500,61999.0
00000972.npy,"[1.909177541732788, -2.427500009536743, -1.454893946647644]",train,"[0.9544953107833862, 0.012484715320169926, 0.03301993012428284]",0,0,sub-037,62000,62499.0
00000973.npy,"[0.35993948578834534, -0.6804923415184021, -0.317445307970047]",train,"[0.5372745990753174, 0.18982023000717163, 0.2729052007198334]",0,0,sub-037,62500,62999.0
00000974.npy,"[0.521115243434906, -0.8835774660110474, -0.7147584557533264]",train,"[0.6510317921638489, 0.15979087352752686, 0.18917730450630188]",0,0,sub-037,63000,63499.0
00000975.npy,"[0.41467615962028503, -1.1909419298171997, -0.7103152871131897]",train,"[0.655556857585907, 0.1316131353378296, 0.21282999217510223]",0,0,sub-037,63500,63999.0
00000976.npy,"[0.3245375454425812, -0.5322295427322388, -0.685261070728302]",train,"[0.559026300907135, 0.23732474446296692, 0.20364896953105927]",0,0,sub-037,64000,64499.0
00000977.npy,"[1.8103233575820923, -2.9534835815429688, -1.4648534059524536]",train,"[0.9557092785835266, 0.008155127987265587, 0.03613554686307907]",0,0,sub-037,64500,64999.0
00000978.npy,"[0.807871401309967, -1.5960131883621216, -0.5163748264312744]",train,"[0.7372621893882751, 0.06662359833717346, 0.19611424207687378]",0,0,sub-037,65000,65499.0
00000979.npy,"[0.9909144043922424, -1.37224543094635, -0.8603445291519165]",train,"[0.7992572784423828, 0.07522796839475632, 0.12551483511924744]",0,0,sub-037,65500,65999.0
00000980.npy,"[0.27777397632598877, -0.9414668083190918, -0.22110222280025482]",train,"[0.5255780220031738, 0.1552843451499939, 0.3191376328468323]",0,0,sub-037,66000,66499.0
00000981.npy,"[-0.39470362663269043, -0.014590617269277573, 0.10058862715959549]",train,"[0.24369873106479645, 0.3563971221446991, 0.39990416169166565]",2,0,sub-037,66500,66999.0
00000982.npy,"[3.435739278793335, -4.238513946533203, -2.306133508682251]",train,"[0.9963400363922119, 0.00046293673221953213, 0.0031970094423741102]",0,0,sub-037,67000,67499.0
00000983.npy,"[-1.050331950187683, 0.5923773050308228, -0.681684672832489]",train,"[0.13132092356681824, 0.6788182258605957, 0.18986085057258606]",1,0,sub-037,67500,67999.0
00000984.npy,"[0.28031355142593384, -1.1992499828338623, -0.5227777361869812]",train,"[0.5967729091644287, 0.13590732216835022, 0.2673197388648987]",0,0,sub-037,68000,68499.0
00000985.npy,"[0.23686237633228302, -1.2339621782302856, -0.3784937858581543]",train,"[0.5649129152297974, 0.1297808289527893, 0.3053062856197357]",0,0,sub-037,68500,68999.0
00000986.npy,"[2.224566698074341, -2.9410276412963867, -1.4505876302719116]",train,"[0.9698802828788757, 0.005537696182727814, 0.024582097306847572]",0,0,sub-037,69000,69499.0
00000987.npy,"[0.4753682017326355, -0.724291205406189, 0.03248435631394386]",train,"[0.5145413279533386, 0.15502966940402985, 0.3304290771484375]",0,0,sub-037,69500,69999.0
00000988.npy,"[1.7111084461212158, -2.2107977867126465, -1.0317751169204712]",train,"[0.9223494529724121, 0.01826557330787182, 0.05938493087887764]",0,0,sub-037,70000,70499.0
00000989.npy,"[1.7807133197784424, -2.3027572631835938, -1.0783357620239258]",train,"[0.9309495091438293, 0.015685467049479485, 0.05336504429578781]",0,0,sub-037,70500,70999.0
00000990.npy,"[0.12387091666460037, -0.6595343351364136, -0.011560922488570213]",train,"[0.42915022373199463, 0.1960562765598297, 0.37479349970817566]",0,0,sub-037,71000,71499.0
00000991.npy,"[0.11638123542070389, -0.6621783375740051, -0.3875191807746887]",train,"[0.48467540740966797, 0.22249840199947357, 0.2928261160850525]",0,0,sub-037,71500,71999.0
00000992.npy,"[1.0665042400360107, -1.1994332075119019, -0.7258386015892029]",train,"[0.7872142791748047, 0.08165989816188812, 0.13112586736679077]",0,0,sub-037,72000,72499.0
00000993.npy,"[0.04644317924976349, -0.6831941604614258, -0.12019260972738266]",train,"[0.4294441044330597, 0.20702803134918213, 0.3635278046131134]",0,0,sub-037,72500,72999.0
00000994.npy,"[0.3407139480113983, -1.2739113569259644, -0.2915486991405487]",train,"[0.5779166221618652, 0.11498529464006424, 0.30709803104400635]",0,0,sub-037,73000,73499.0
00000995.npy,"[1.2774875164031982, -2.0804262161254883, -0.7843052744865417]",train,"[0.860560417175293, 0.0299542173743248, 0.10948537290096283]",0,0,sub-037,73500,73999.0
00000996.npy,"[-0.9718277454376221, -0.18358805775642395, 0.02986203506588936]",train,"[0.16885043680667877, 0.3713901937007904, 0.459759384393692]",2,0,sub-037,74000,74499.0
00000997.npy,"[-0.13166308403015137, -0.4019511044025421, -0.06561487168073654]",train,"[0.35317742824554443, 0.2695307731628418, 0.3772917687892914]",2,0,sub-037,74500,74999.0
00000998.npy,"[0.35744979977607727, -0.640379786491394, -1.1503117084503174]",train,"[0.6288976669311523, 0.23186121881008148, 0.13924111425876617]",0,0,sub-037,75000,75499.0
00000999.npy,"[1.5248949527740479, -2.5536489486694336, -0.9954062104225159]",train,"[0.9112717509269714, 0.01542974915355444, 0.07329849153757095]",0,0,sub-037,75500,75999.0
00001000.npy,"[2.571277618408203, -3.0921080112457275, -1.64889657497406]",train,"[0.9821572303771973, 0.003408819669857621, 0.014433864504098892]",0,0,sub-037,76000,76499.0
00001001.npy,"[0.24768130481243134, -1.174688458442688, 0.015404112637043]",train,"[0.49167391657829285, 0.11856318265199661, 0.38976287841796875]",0,0,sub-037,76500,76999.0
00001002.npy,"[0.010744837112724781, -0.7429823875427246, -0.2304379642009735]",train,"[0.44320207834243774, 0.20857499539852142, 0.348222941160202]",0,0,sub-037,77000,77499.0
