crop_file,true_label,pred_label,logits,softmax,goodness
00038489.npy,0,0,"[0.13765710592269897, 0.01053646206855774]","[0.5317374467849731, 0.46826258301734924]",0.46826258301734924
00060205.npy,1,1,"[-0.10817299783229828, 0.08287279307842255]","[0.45238327980041504, 0.5476166605949402]",0.5476166605949402
00068419.npy,1,1,"[-0.045166924595832825, 0.28464823961257935]","[0.41828563809394836, 0.581714391708374]",0.581714391708374
00003386.npy,1,0,"[0.10910990834236145, -0.2146308571100235]","[0.5802356004714966, 0.41976433992385864]",0.41976433992385864
00037872.npy,1,1,"[-0.05530865490436554, 0.03629206120967865]","[0.47711580991744995, 0.52288419008255]",0.52288419008255
00055715.npy,1,1,"[-0.4460447430610657, -0.1304141879081726]","[0.42174097895622253, 0.5782589912414551]",0.5782589912414551
00020226.npy,0,1,"[-0.2063170224428177, 0.02903081476688385]","[0.4414331316947937, 0.5585669279098511]",0.5585669279098511
00064257.npy,0,0,"[0.2753261625766754, -0.046149060130119324]","[0.5796837210655212, 0.42031630873680115]",0.42031630873680115
00003966.npy,1,1,"[-0.48530304431915283, 0.3360130786895752]","[0.3054843544960022, 0.6945156455039978]",0.6945156455039978
00055256.npy,1,1,"[-0.1412591189146042, -0.03883504867553711]","[0.4744163453578949, 0.5255836248397827]",0.5255836248397827
00028366.npy,0,0,"[0.241082563996315, 0.00941959023475647]","[0.5576581358909607, 0.4423419237136841]",0.4423419237136841
00021163.npy,0,0,"[0.10536135733127594, -0.0918598547577858]","[0.5491461157798767, 0.4508539140224457]",0.4508539140224457
00066350.npy,1,1,"[-0.42556262016296387, 0.28900009393692017]","[0.3285914361476898, 0.6714085340499878]",0.6714085340499878
00019108.npy,0,1,"[-0.3985013961791992, 0.3930516242980957]","[0.31183528900146484, 0.6881647109985352]",0.6881647109985352
00031820.npy,1,0,"[0.3072464168071747, 0.16791851818561554]","[0.5347757339477539, 0.4652242660522461]",0.4652242660522461
00055595.npy,1,1,"[-0.25893330574035645, -0.16955412924289703]","[0.4776700735092163, 0.5223299264907837]",0.5223299264907837
00013971.npy,1,1,"[-0.5573204755783081, 0.44085216522216797]","[0.2693008780479431, 0.7306991219520569]",0.7306991219520569
00019739.npy,1,0,"[0.21442259848117828, -0.21242204308509827]","[0.6051199436187744, 0.3948800563812256]",0.3948800563812256
00067177.npy,1,0,"[0.3065243661403656, 0.016004398465156555]","[0.5721234083175659, 0.4278765916824341]",0.4278765916824341
00034746.npy,0,1,"[-0.22381334006786346, 0.18198369443416595]","[0.39992034435272217, 0.6000796556472778]",0.6000796556472778
00065155.npy,0,0,"[0.14797624945640564, -0.07614443451166153]","[0.5557968020439148, 0.4442032277584076]",0.4442032277584076
00008170.npy,1,1,"[0.047228261828422546, 0.1434343010187149]","[0.47596704959869385, 0.5240329504013062]",0.5240329504013062
00008432.npy,1,1,"[-0.3367927074432373, 0.3077285885810852]","[0.3442252278327942, 0.6557747721672058]",0.6557747721672058
00034039.npy,1,0,"[0.16919079422950745, 0.11111129820346832]","[0.5145158171653748, 0.48548424243927]",0.48548424243927
00062034.npy,1,1,"[-0.12242244184017181, -0.060597702860832214]","[0.48454874753952026, 0.5154512524604797]",0.5154512524604797
00006593.npy,1,1,"[-0.17125757038593292, -0.06722617149353027]","[0.47401559352874756, 0.5259844064712524]",0.5259844064712524
00035126.npy,1,1,"[-0.057995185256004333, 0.2721959948539734]","[0.41819411516189575, 0.5818058848381042]",0.5818058848381042
00057684.npy,0,1,"[-0.6345065236091614, 0.28114014863967896]","[0.2858457565307617, 0.7141542434692383]",0.7141542434692383
00034562.npy,0,0,"[0.5006458163261414, 0.19615887105464935]","[0.5755390524864197, 0.4244610071182251]",0.4244610071182251
00000870.npy,0,1,"[-0.029377177357673645, 0.13195489346981049]","[0.45975425839424133, 0.540245771408081]",0.540245771408081
00043365.npy,1,1,"[-0.04887102544307709, 0.5999730825424194]","[0.343250036239624, 0.656749963760376]",0.656749963760376
00039039.npy,1,1,"[-0.004957333207130432, 0.10021208226680756]","[0.4737318456172943, 0.5262681245803833]",0.5262681245803833
00040330.npy,1,1,"[-0.1856963187456131, -0.061734914779663086]","[0.46904927492141724, 0.5309507250785828]",0.5309507250785828
00027247.npy,0,1,"[0.03783498704433441, 0.06589771807193756]","[0.4929847717285156, 0.5070152282714844]",0.5070152282714844
00007955.npy,1,1,"[-0.5778196454048157, 0.11468641459941864]","[0.33347582817077637, 0.6665241718292236]",0.6665241718292236
00020587.npy,0,0,"[0.058851927518844604, -0.054923951625823975]","[0.5284132957458496, 0.471586674451828]",0.471586674451828
00041636.npy,1,0,"[0.5075988173484802, -0.04273383319377899]","[0.6342127919197083, 0.36578723788261414]",0.36578723788261414
00024287.npy,1,0,"[-0.15622399747371674, -0.22981418669223785]","[0.5183892250061035, 0.4816107451915741]",0.4816107451915741
00063187.npy,1,1,"[0.05336339771747589, 0.14331026375293732]","[0.47752848267555237, 0.52247154712677]",0.52247154712677
00068260.npy,1,0,"[0.2368605136871338, -0.11811868846416473]","[0.5878244638442993, 0.4121754765510559]",0.4121754765510559
00030415.npy,1,1,"[-0.09815482795238495, 0.5744276642799377]","[0.33791878819465637, 0.6620811820030212]",0.6620811820030212
00037238.npy,1,1,"[-0.00909675657749176, 0.05899612605571747]","[0.4829833507537842, 0.5170166492462158]",0.5170166492462158
00066209.npy,1,1,"[-0.28555452823638916, 0.22838295996189117]","[0.3742709457874298, 0.6257290840148926]",0.6257290840148926
00038901.npy,1,1,"[-0.11696149408817291, 0.46609002351760864]","[0.35823073983192444, 0.6417692303657532]",0.6417692303657532
00026586.npy,0,0,"[0.16949722170829773, -0.20425042510032654]","[0.5923641920089722, 0.40763577818870544]",0.40763577818870544
