crop_file,true_label,pred_label,logits,softmax,goodness
00033814.npy,0,1,"[-0.7868743538856506, -0.027994513511657715]","[0.3188895285129547, 0.6811105012893677]",0.6811105012893677
00063934.npy,1,1,"[-0.47004419565200806, -0.08584464341402054]","[0.40511444211006165, 0.5948855876922607]",0.5948855876922607
00008707.npy,1,0,"[-0.07174970209598541, -0.11636249721050262]","[0.5111513733863831, 0.4888486862182617]",0.4888486862182617
00034666.npy,0,1,"[-0.7413921356201172, -0.11949048936367035]","[0.34934908151626587, 0.6506509184837341]",0.6506509184837341
00032931.npy,1,1,"[-0.36723965406417847, 0.034033916890621185]","[0.4010063707828522, 0.5989935994148254]",0.5989935994148254
00061135.npy,0,1,"[-0.40294575691223145, 0.04617602378129959]","[0.38956961035728455, 0.6104304194450378]",0.6104304194450378
00013658.npy,1,1,"[-0.5920066237449646, 0.026689641177654266]","[0.3500780165195465, 0.6499219536781311]",0.6499219536781311
00012945.npy,1,1,"[-0.45601290464401245, -0.18581604957580566]","[0.43285876512527466, 0.5671412348747253]",0.5671412348747253
00063724.npy,1,1,"[-0.5013689994812012, 0.20135214924812317]","[0.3312091827392578, 0.6687907576560974]",0.6687907576560974
00019583.npy,0,1,"[-0.3360595405101776, 0.5505930185317993]","[0.2918010950088501, 0.7081989049911499]",0.7081989049911499
00009788.npy,1,0,"[-0.08844470232725143, -0.27338171005249023]","[0.5461028814315796, 0.45389705896377563]",0.45389705896377563
00022342.npy,1,1,"[-0.1745510846376419, -0.12597955763339996]","[0.48785948753356934, 0.5121405124664307]",0.5121405124664307
00066925.npy,1,1,"[-0.5346524119377136, -0.008563049137592316]","[0.371429443359375, 0.628570556640625]",0.628570556640625
00023927.npy,0,1,"[-0.31856805086135864, 0.576910138130188]","[0.28998062014579773, 0.7100194096565247]",0.7100194096565247
00043611.npy,1,1,"[-0.33069896697998047, -0.21568213403224945]","[0.4712774455547333, 0.5287225246429443]",0.5287225246429443
00001963.npy,1,1,"[-0.8038486838340759, 0.36607006192207336]","[0.236869677901268, 0.7631303668022156]",0.7631303668022156
00044527.npy,1,1,"[-0.3791669011116028, 0.11477191001176834]","[0.3789661228656769, 0.6210339069366455]",0.6210339069366455
00019899.npy,0,1,"[-0.07112736999988556, 0.012500934302806854]","[0.4791050851345062, 0.5208948850631714]",0.5208948850631714
00051640.npy,1,1,"[-0.16782300174236298, 0.03547314554452896]","[0.4493502974510193, 0.5506497621536255]",0.5506497621536255
00019860.npy,0,1,"[-0.19849708676338196, 0.2752201557159424]","[0.383736789226532, 0.616263210773468]",0.616263210773468
00057339.npy,1,1,"[-0.2661025822162628, 0.09773536771535873]","[0.4100308418273926, 0.5899692177772522]",0.5899692177772522
00064260.npy,1,1,"[-0.48661381006240845, -0.20711398124694824]","[0.4305763840675354, 0.5694235563278198]",0.5694235563278198
00037892.npy,1,1,"[-0.3731035590171814, 0.03932017832994461]","[0.3983311057090759, 0.6016688942909241]",0.6016688942909241
00058004.npy,1,1,"[-0.8245231509208679, -0.4389045834541321]","[0.40477246046066284, 0.5952275395393372]",0.5952275395393372
00014208.npy,1,1,"[-0.4410232901573181, -0.0034885480999946594]","[0.39232856035232544, 0.6076714396476746]",0.6076714396476746
00059560.npy,0,1,"[-0.5585215091705322, 0.18538248538970947]","[0.3221510648727417, 0.6778489351272583]",0.6778489351272583
00067327.npy,1,1,"[-0.5430296659469604, -0.42237672209739685]","[0.4698732793331146, 0.530126690864563]",0.530126690864563
00035744.npy,0,1,"[-0.7044438123703003, -0.08918706327676773]","[0.3508610129356384, 0.6491389870643616]",0.6491389870643616
00005724.npy,0,1,"[-0.5901942253112793, -0.4367941915988922]","[0.46172502636909485, 0.5382750034332275]",0.5382750034332275
00034988.npy,0,1,"[-0.3569371700286865, 0.0785025879740715]","[0.3928281366825104, 0.607171893119812]",0.607171893119812
00010055.npy,0,1,"[-0.7127860188484192, 0.057977207005023956]","[0.31631404161453247, 0.6836859583854675]",0.6836859583854675
00013913.npy,1,1,"[-0.05917716771364212, 0.36032605171203613]","[0.39663565158843994, 0.6033643484115601]",0.6033643484115601
00039092.npy,1,1,"[-0.7740179896354675, -0.14297978579998016]","[0.34727516770362854, 0.6527248024940491]",0.6527248024940491
00043376.npy,1,1,"[-0.05599874258041382, 0.07600969821214676]","[0.46704572439193726, 0.532954216003418]",0.532954216003418
00021075.npy,0,1,"[-0.2241399884223938, 0.04860728234052658]","[0.4322327673435211, 0.5677672028541565]",0.5677672028541565
00006263.npy,0,1,"[-0.855091392993927, -0.15864020586013794]","[0.3325995206832886, 0.6674004793167114]",0.6674004793167114
00035067.npy,1,1,"[-0.5484683513641357, 0.08138766139745712]","[0.3475431799888611, 0.6524567604064941]",0.6524567604064941
00067642.npy,1,1,"[-0.8703845739364624, -0.1404058188199997]","[0.3251993954181671, 0.6748005747795105]",0.6748005747795105
00039657.npy,0,1,"[-0.5554224252700806, 0.27306485176086426]","[0.3039650321006775, 0.6960349678993225]",0.6960349678993225
00064350.npy,0,1,"[-0.8701685667037964, -0.26423123478889465]","[0.35298651456832886, 0.6470135450363159]",0.6470135450363159
00055157.npy,0,1,"[-0.6245786547660828, -0.1183861792087555]","[0.3760865330696106, 0.6239134669303894]",0.6239134669303894
00035247.npy,1,1,"[-0.33328884840011597, -0.06393756717443466]","[0.43306636810302734, 0.5669336318969727]",0.5669336318969727
00035492.npy,0,1,"[-0.6074357628822327, 0.028184376657009125]","[0.34623730182647705, 0.653762698173523]",0.653762698173523
00032887.npy,0,1,"[-0.31435149908065796, -0.0936632826924324]","[0.44505077600479126, 0.5549492239952087]",0.5549492239952087
00010429.npy,1,1,"[-0.46300607919692993, -0.020276017487049103]","[0.39109060168266296, 0.6089093685150146]",0.6089093685150146
00056833.npy,0,0,"[-0.26976174116134644, -0.5236601233482361]","[0.5631358027458191, 0.4368642270565033]",0.4368642270565033
00066649.npy,1,1,"[-0.05041355639696121, -0.01149885356426239]","[0.49027255177497864, 0.509727418422699]",0.509727418422699
00000928.npy,0,1,"[-0.4072785973548889, 0.29250699281692505]","[0.3318597674369812, 0.6681402921676636]",0.6681402921676636
00032886.npy,1,1,"[-0.4594529867172241, -0.36184990406036377]","[0.4756185710430145, 0.5243814587593079]",0.5243814587593079
00059778.npy,1,1,"[-0.3547821342945099, -0.22722959518432617]","[0.46815505623817444, 0.531844973564148]",0.531844973564148
00058865.npy,1,1,"[-0.3441111445426941, -0.20000532269477844]","[0.4640357792377472, 0.5359642505645752]",0.5359642505645752
00011117.npy,1,1,"[-0.787712037563324, -0.13444924354553223]","[0.342254638671875, 0.657745361328125]",0.657745361328125
00042422.npy,0,1,"[-0.6526892185211182, 0.20053663849830627]","[0.2987566292285919, 0.7012434005737305]",0.7012434005737305
00013100.npy,1,1,"[-0.5384042263031006, -0.5115483403205872]","[0.4932864308357239, 0.5067135691642761]",0.5067135691642761
00042161.npy,1,1,"[-0.48030197620391846, -0.27400335669517517]","[0.44860750436782837, 0.5513925552368164]",0.5513925552368164
00013276.npy,1,0,"[-0.18145954608917236, -0.3487437963485718]","[0.5417237877845764, 0.4582761824131012]",0.4582761824131012
00052674.npy,1,1,"[-0.8146877288818359, 0.5973379015922546]","[0.19591474533081055, 0.8040852546691895]",0.8040852546691895
00005518.npy,1,1,"[-0.4473664164543152, -0.14909180998802185]","[0.4259793162345886, 0.5740206241607666]",0.5740206241607666
00035767.npy,0,1,"[-0.5883635878562927, 0.1752333641052246]","[0.31786584854125977, 0.682134211063385]",0.682134211063385
00010594.npy,1,1,"[-0.4495953321456909, 0.023543410003185272]","[0.3838736116886139, 0.6161264181137085]",0.6161264181137085
00005906.npy,1,1,"[-0.8932132124900818, 0.46424350142478943]","[0.20465396344661713, 0.7953459620475769]",0.7953459620475769
00019248.npy,1,1,"[-0.5946835875511169, -0.13368193805217743]","[0.38674822449684143, 0.6132517457008362]",0.6132517457008362
00065233.npy,0,1,"[-0.8694701790809631, -0.46471095085144043]","[0.40016940236091614, 0.5998305678367615]",0.5998305678367615
00058473.npy,1,1,"[-0.5342455506324768, 0.11331724375486374]","[0.34353893995285034, 0.6564610004425049]",0.6564610004425049
00005682.npy,1,1,"[-0.04068419337272644, 0.03852709382772446]","[0.48020753264427185, 0.5197924375534058]",0.5197924375534058
00066987.npy,1,1,"[-0.23603004217147827, 0.18512529134750366]","[0.39624032378196716, 0.6037597060203552]",0.6037597060203552
00063376.npy,1,1,"[-0.273860365152359, 0.00797387957572937]","[0.43000414967536926, 0.5699958205223083]",0.5699958205223083
00019836.npy,0,1,"[-0.3306095600128174, -0.26717042922973633]","[0.48414555191993713, 0.5158544778823853]",0.5158544778823853
00064816.npy,0,1,"[-0.6955848932266235, 0.15568843483924866]","[0.299165815114975, 0.7008341550827026]",0.7008341550827026
00021447.npy,0,1,"[0.09358151257038116, 0.43259546160697937]","[0.4160490334033966, 0.583950936794281]",0.583950936794281
00052560.npy,1,1,"[-0.3870443105697632, -0.1110764741897583]","[0.43144258856773376, 0.5685573816299438]",0.5685573816299438
00036727.npy,1,1,"[-0.6364907622337341, -0.02567392587661743]","[0.35187289118766785, 0.6481270790100098]",0.6481270790100098
00068448.npy,1,1,"[-0.3547624349594116, -0.10659032315015793]","[0.43827345967292786, 0.5617265105247498]",0.5617265105247498
00022453.npy,0,1,"[-0.6806944012641907, -0.07141382992267609]","[0.35222330689430237, 0.6477766633033752]",0.6477766633033752
00059264.npy,0,1,"[-0.2775365114212036, 0.30302128195762634]","[0.35880425572395325, 0.6411957740783691]",0.6411957740783691
00005565.npy,1,1,"[-0.7262131571769714, 0.013719096779823303]","[0.32301896810531616, 0.6769810318946838]",0.6769810318946838
00036374.npy,1,1,"[-0.3708045780658722, -0.019764654338359833]","[0.4131302535533905, 0.5868697166442871]",0.5868697166442871
00001687.npy,0,1,"[-0.313288152217865, 0.07580731064081192]","[0.403935045003891, 0.5960649251937866]",0.5960649251937866
00033632.npy,1,1,"[-0.68427574634552, 0.6209641695022583]","[0.21328449249267578, 0.786715567111969]",0.786715567111969
00041001.npy,0,1,"[-0.4074057936668396, -0.12692707777023315]","[0.4303364157676697, 0.5696635842323303]",0.5696635842323303
00067147.npy,1,1,"[-0.545007586479187, 0.6479758620262146]","[0.23272578418254852, 0.7672742009162903]",0.7672742009162903
00004871.npy,1,1,"[-0.7555670142173767, -0.07429777085781097]","[0.33597809076309204, 0.6640219688415527]",0.6640219688415527
00010098.npy,0,1,"[-0.4028499722480774, 0.4465404450893402]","[0.2995607554912567, 0.7004392147064209]",0.7004392147064209
00014188.npy,1,1,"[-0.3513099253177643, 0.1489628553390503]","[0.37747660279273987, 0.6225234270095825]",0.6225234270095825
00035270.npy,0,1,"[-0.5975183248519897, -0.24384495615959167]","[0.41249191761016846, 0.5875080227851868]",0.5875080227851868
00005982.npy,1,1,"[-0.3301824629306793, -0.014442108571529388]","[0.4217142164707184, 0.578285813331604]",0.578285813331604
00037239.npy,1,1,"[-0.7469077706336975, -0.4767806828022003]","[0.4328758716583252, 0.56712406873703]",0.56712406873703
00026826.npy,1,1,"[-0.6424680948257446, -0.09104558080434799]","[0.3655344247817993, 0.6344655752182007]",0.6344655752182007
00008804.npy,0,1,"[-0.38906949758529663, 0.21491602063179016]","[0.3534323573112488, 0.6465675830841064]",0.6465675830841064
00067469.npy,1,1,"[-0.7099754810333252, -0.06006871908903122]","[0.3430105745792389, 0.6569894552230835]",0.6569894552230835
00051246.npy,1,1,"[-0.2590397000312805, 0.47020891308784485]","[0.32535967230796814, 0.6746403574943542]",0.6746403574943542
00067882.npy,1,1,"[-0.6139202117919922, 0.24583682417869568]","[0.2973901033401489, 0.7026098966598511]",0.7026098966598511
00009316.npy,0,1,"[-0.4345993995666504, -0.25306054949760437]","[0.4547395408153534, 0.545260488986969]",0.545260488986969
00005994.npy,0,1,"[-0.4151862859725952, -0.14353559911251068]","[0.432501882314682, 0.5674980878829956]",0.5674980878829956
00034810.npy,0,1,"[-1.122615933418274, -0.015518687665462494]","[0.24841244518756866, 0.7515875697135925]",0.7515875697135925
00006204.npy,1,1,"[-0.4024026393890381, 0.16622310876846313]","[0.36155396699905396, 0.638446033000946]",0.638446033000946
00055693.npy,0,1,"[-0.4491979479789734, 0.32133662700653076]","[0.31636348366737366, 0.683636486530304]",0.683636486530304
00043417.npy,1,1,"[-0.21855978667736053, 0.5812135338783264]","[0.31007400155067444, 0.6899259686470032]",0.6899259686470032
00009510.npy,0,1,"[-0.13891394436359406, 0.05186808854341507]","[0.45244863629341125, 0.5475513339042664]",0.5475513339042664
00056837.npy,1,1,"[-0.3109719157218933, 0.12610557675361633]","[0.39243757724761963, 0.6075624227523804]",0.6075624227523804
00024154.npy,0,1,"[-0.05133268982172012, 0.625478208065033]","[0.3369734585285187, 0.6630265712738037]",0.6630265712738037
00057918.npy,1,1,"[-0.36940521001815796, 0.04288627952337265]","[0.39836278557777405, 0.6016371846199036]",0.6016371846199036
00058235.npy,0,1,"[-0.43457943201065063, -0.07629354298114777]","[0.4113745391368866, 0.588625431060791]",0.588625431060791
00052610.npy,1,1,"[-0.4431610703468323, 0.17616569995880127]","[0.34993457794189453, 0.6500654220581055]",0.6500654220581055
00062536.npy,0,1,"[-0.26488029956817627, 0.274538516998291]","[0.36832278966903687, 0.6316772103309631]",0.6316772103309631
00013211.npy,1,1,"[-0.2897208333015442, 0.15509501099586487]","[0.3905940651893616, 0.6094059348106384]",0.6094059348106384
00005967.npy,1,1,"[-0.3113752603530884, 0.13050976395606995]","[0.39129191637039185, 0.6087081432342529]",0.6087081432342529
00033910.npy,0,1,"[-0.6790777444839478, 0.11692186444997787]","[0.31088191270828247, 0.6891181468963623]",0.6891181468963623
00058575.npy,1,1,"[-0.2487143576145172, -0.13685916364192963]","[0.4720653295516968, 0.5279346704483032]",0.5279346704483032
00021828.npy,1,1,"[-0.27062785625457764, -0.03509332239627838]","[0.4413870871067047, 0.5586129426956177]",0.5586129426956177
00044539.npy,1,1,"[-0.443911075592041, 0.17154717445373535]","[0.3508151173591614, 0.6491848826408386]",0.6491848826408386
00059637.npy,1,1,"[-0.3876025676727295, -0.3593122065067291]","[0.4929278790950775, 0.5070721507072449]",0.5070721507072449
00052064.npy,0,1,"[-0.21864327788352966, 0.19362673163414001]","[0.3983679413795471, 0.6016321182250977]",0.6016321182250977
00060277.npy,0,1,"[-0.8335744142532349, -0.3208911120891571]","[0.3745647370815277, 0.6254352927207947]",0.6254352927207947
00032858.npy,1,1,"[-0.09295149147510529, 0.044794343411922455]","[0.4656178951263428, 0.5343821048736572]",0.5343821048736572
00006593.npy,1,1,"[-0.3493988513946533, 0.2898799479007721]","[0.3454096019268036, 0.654590368270874]",0.654590368270874
00006714.npy,1,1,"[-0.42743945121765137, -0.3904682397842407]","[0.4907582700252533, 0.5092417597770691]",0.5092417597770691
00037484.npy,1,1,"[-0.7658817172050476, -0.015735238790512085]","[0.3207893669605255, 0.6792106628417969]",0.6792106628417969
00064721.npy,0,1,"[-0.45617687702178955, -0.10651315003633499]","[0.4134639799594879, 0.5865360498428345]",0.5865360498428345
00068404.npy,1,1,"[-0.38703668117523193, -0.18506619334220886]","[0.44967830181121826, 0.550321638584137]",0.550321638584137
00032206.npy,1,1,"[-0.6589493155479431, -0.3535955548286438]","[0.4242492616176605, 0.5757507681846619]",0.5757507681846619
00038844.npy,1,1,"[-0.5970282554626465, -0.2566787302494049]","[0.41572457551956177, 0.5842754244804382]",0.5842754244804382
00009202.npy,1,1,"[-0.17315556108951569, 0.00371599942445755]","[0.4558970332145691, 0.5441029667854309]",0.5441029667854309
00017838.npy,0,1,"[-0.3756679892539978, -0.06256119906902313]","[0.42235660552978516, 0.5776433944702148]",0.5776433944702148
00044293.npy,1,1,"[-0.1806553602218628, 0.37698855996131897]","[0.36409279704093933, 0.6359071731567383]",0.6359071731567383
00037774.npy,1,1,"[0.04588384926319122, 0.23224738240242004]","[0.453543484210968, 0.546456515789032]",0.546456515789032
00068807.npy,1,1,"[-0.0028775930404663086, 0.5139687657356262]","[0.37358996272087097, 0.6264100670814514]",0.6264100670814514
00011887.npy,1,1,"[-1.107362151145935, 0.21767383813858032]","[0.20998166501522064, 0.7900183796882629]",0.7900183796882629
00033444.npy,1,1,"[-0.6551839709281921, -0.2802393138408661]","[0.4073467552661896, 0.592653214931488]",0.592653214931488
00042352.npy,0,1,"[-0.04529738426208496, 0.22645622491836548]","[0.43247660994529724, 0.5675233602523804]",0.5675233602523804
00067268.npy,1,1,"[-0.5443246960639954, 0.3548465371131897]","[0.2892208397388458, 0.7107791900634766]",0.7107791900634766
00037066.npy,1,1,"[-0.8370838165283203, 0.11036396771669388]","[0.2793983817100525, 0.7206016182899475]",0.7206016182899475
00038022.npy,1,1,"[-0.5734717845916748, -0.23468244075775146]","[0.4161035716533661, 0.5838963985443115]",0.5838963985443115
00059325.npy,1,1,"[-0.8175740838050842, -0.1391863226890564]","[0.3366212546825409, 0.6633787751197815]",0.6633787751197815
00051331.npy,0,1,"[-0.20150119066238403, 0.2034245729446411]","[0.4001294672489166, 0.5998705625534058]",0.5998705625534058
00057098.npy,1,1,"[-0.7421897649765015, 0.019674979150295258]","[0.31824153661727905, 0.6817584037780762]",0.6817584037780762
00006564.npy,0,1,"[-0.35251402854919434, 0.5529071688652039]","[0.287937730550766, 0.7120622992515564]",0.7120622992515564
00021891.npy,0,1,"[-0.31741681694984436, -0.11160983890295029]","[0.44872912764549255, 0.5512709021568298]",0.5512709021568298
00002347.npy,1,1,"[-0.472292959690094, 0.172113835811615]","[0.3442510664463043, 0.6557489633560181]",0.6557489633560181
00033243.npy,1,1,"[-0.4141935110092163, 0.29819875955581665]","[0.32907044887542725, 0.6709295511245728]",0.6709295511245728
00005491.npy,1,1,"[-1.004960536956787, -0.18664705753326416]","[0.3061217665672302, 0.6938782334327698]",0.6938782334327698
00060972.npy,0,1,"[-0.5764480233192444, -0.24419468641281128]","[0.4176924526691437, 0.5823075175285339]",0.5823075175285339
00044335.npy,1,1,"[-0.24767082929611206, 0.3406662344932556]","[0.35701650381088257, 0.6429834961891174]",0.6429834961891174
00060238.npy,1,1,"[-0.13412585854530334, 0.24127209186553955]","[0.40723732113838196, 0.5927627086639404]",0.5927627086639404
00001397.npy,1,1,"[-0.9199900031089783, -0.1505642533302307]","[0.3166033625602722, 0.6833966970443726]",0.6833966970443726
00068932.npy,0,1,"[-0.5774722099304199, -0.2022199034690857]","[0.40727248787879944, 0.5927274823188782]",0.5927274823188782
00032246.npy,0,1,"[-0.3175356388092041, 0.05136171728372574]","[0.4088074862957001, 0.5911925435066223]",0.5911925435066223
00067829.npy,1,1,"[-0.7532580494880676, -0.29572024941444397]","[0.3875700831413269, 0.6124299168586731]",0.6124299168586731
00067668.npy,1,0,"[-0.08042577654123306, -0.21688225865364075]","[0.5340612530708313, 0.4659387171268463]",0.4659387171268463
00035139.npy,1,1,"[-0.2343255877494812, -0.0019411668181419373]","[0.4421639144420624, 0.5578360557556152]",0.5578360557556152
00052720.npy,0,1,"[-0.38946324586868286, -0.04420711100101471]","[0.41453325748443604, 0.5854666829109192]",0.5854666829109192
00034287.npy,1,1,"[-0.4258001446723938, -0.22809985280036926]","[0.45073527097702026, 0.5492647290229797]",0.5492647290229797
00059165.npy,1,1,"[-0.24234938621520996, 0.11457463353872299]","[0.4117043614387512, 0.588295578956604]",0.588295578956604
00019854.npy,1,1,"[-0.36820322275161743, -0.19389784336090088]","[0.45653364062309265, 0.543466329574585]",0.543466329574585
00006682.npy,1,1,"[-0.6979175806045532, -0.002567403018474579]","[0.33284395933151245, 0.6671560406684875]",0.6671560406684875
00059251.npy,1,1,"[-0.1794043481349945, 0.04447231441736221]","[0.4442634582519531, 0.5557366013526917]",0.5557366013526917
