crop_file,logits,dataset,softmax_values,pred_label,true_label,original_rec,crop_start_sample,crop_end_sample
00000863.npy,"[0.541021466255188, -1.2295868396759033, -0.641185998916626]",train,"[0.6771257519721985, 0.11526671051979065, 0.20760753750801086]",0,0,sub-037,7500,7999.0
00000864.npy,"[0.6450601816177368, -1.4945675134658813, -0.8364838361740112]",train,"[0.7435026168823242, 0.08750925213098526, 0.16898810863494873]",0,0,sub-037,8000,8499.0
00000865.npy,"[-0.10590516030788422, -0.22936831414699554, -0.0341019481420517]",train,"[0.33803218603134155, 0.2987712025642395, 0.36319664120674133]",2,0,sub-037,8500,8999.0
00000866.npy,"[0.6825803518295288, -1.4874041080474854, -0.539527416229248]",train,"[0.7098300457000732, 0.08104797452688217, 0.20912198722362518]",0,0,sub-037,9000,9499.0
00000867.npy,"[-1.7754226922988892, -1.0550850629806519, 1.0508493185043335]",train,"[0.05015665665268898, 0.10307829827070236, 0.8467650413513184]",2,0,sub-037,9500,9999.0
00000868.npy,"[-0.7926281690597534, 0.15070612728595734, -0.1102483868598938]",train,"[0.18027397990226746, 0.4630393981933594, 0.35668662190437317]",1,0,sub-037,10000,10499.0
00000869.npy,"[-0.6540811657905579, -0.595079779624939, 0.3026672601699829]",train,"[0.21440845727920532, 0.2274395376443863, 0.5581520199775696]",2,0,sub-037,10500,10999.0
00000870.npy,"[-0.9564693570137024, -0.43875330686569214, 0.39811259508132935]",train,"[0.15259414911270142, 0.25608202815055847, 0.5913237929344177]",2,0,sub-037,11000,11499.0
00000871.npy,"[1.3902007341384888, -2.3477771282196045, -1.1232255697250366]",train,"[0.9051473736763, 0.021544484421610832, 0.07330813258886337]",0,0,sub-037,11500,11999.0
00000872.npy,"[1.2663108110427856, -2.4376933574676514, -0.9168766736984253]",train,"[0.8792704939842224, 0.021651793271303177, 0.09907776862382889]",0,0,sub-037,12000,12499.0
00000873.npy,"[0.9583851099014282, -1.965375304222107, -0.9045044183731079]",train,"[0.8271608352661133, 0.04444438964128494, 0.12839478254318237]",0,0,sub-037,12500,12999.0
00000874.npy,"[0.19057393074035645, -0.5875380039215088, -0.39651811122894287]",train,"[0.4962252378463745, 0.22790251672267914, 0.27587223052978516]",0,0,sub-037,13000,13499.0
00000875.npy,"[1.0014698505401611, -1.7292982339859009, -1.0333815813064575]",train,"[0.8362119197845459, 0.05449526757001877, 0.10929279029369354]",0,0,sub-037,13500,13999.0
00000876.npy,"[0.768318772315979, -0.6619044542312622, -0.4639660120010376]",train,"[0.6532186269760132, 0.15628615021705627, 0.19049520790576935]",0,0,sub-037,14000,14499.0
00000877.npy,"[0.8332867622375488, -1.7081332206726074, -0.8647003769874573]",train,"[0.7925148606300354, 0.06241409853100777, 0.1450711190700531]",0,0,sub-037,14500,14999.0
00000878.npy,"[0.6312059164047241, -1.3718599081039429, -0.6234703063964844]",train,"[0.7041810750961304, 0.09500882774591446, 0.2008100152015686]",0,0,sub-037,15000,15499.0
00000879.npy,"[0.6162239909172058, -1.6069092750549316, -0.7186100482940674]",train,"[0.7291440367698669, 0.07894393801689148, 0.19191206991672516]",0,0,sub-037,15500,15999.0
00000880.npy,"[0.9442601203918457, -1.4801772832870483, -0.7037520408630371]",train,"[0.7806645035743713, 0.06911058723926544, 0.15022486448287964]",0,0,sub-037,16000,16499.0
00000881.npy,"[0.90213543176651, -1.8665109872817993, -0.965975284576416]",train,"[0.8215833306312561, 0.051551785320043564, 0.12686489522457123]",0,0,sub-037,16500,16999.0
00000882.npy,"[0.6626377105712891, -0.7303405404090881, -0.4071291387081146]",train,"[0.6283683776855469, 0.15604561567306519, 0.21558594703674316]",0,0,sub-037,17000,17499.0
00000883.npy,"[0.5077536106109619, -0.9259191155433655, -0.6075442433357239]",train,"[0.6384679079055786, 0.15223096311092377, 0.20930105447769165]",0,0,sub-037,17500,17999.0
00000884.npy,"[1.1254912614822388, -1.9667466878890991, -1.0894395112991333]",train,"[0.8661298751831055, 0.03932250291109085, 0.09454766660928726]",0,0,sub-037,18000,18499.0
00000885.npy,"[-0.9631773233413696, 0.09198801964521408, -0.37394750118255615]",train,"[0.1762099266052246, 0.5061541795730591, 0.3176358938217163]",1,0,sub-037,18500,18999.0
00000886.npy,"[0.3636542856693268, -0.7987999320030212, -0.5194603800773621]",train,"[0.5793036222457886, 0.18115851283073425, 0.23953796923160553]",0,0,sub-037,19000,19499.0
00000887.npy,"[-0.01740695722401142, -0.26879817247390747, -0.28642264008522034]",train,"[0.39341434836387634, 0.30596545338630676, 0.3006201982498169]",0,0,sub-037,19500,19999.0
00000888.npy,"[-0.3229093849658966, -0.07023882865905762, -0.2316776067018509]",train,"[0.2955971956253052, 0.38056933879852295, 0.32383352518081665]",1,0,sub-037,20000,20499.0
00000889.npy,"[1.219840168952942, -2.8877110481262207, -1.3370736837387085]",train,"[0.9140836596488953, 0.015034851618111134, 0.07088141143321991]",0,0,sub-037,20500,20999.0
00000890.npy,"[0.5645211935043335, -1.1072585582733154, -0.6668882369995117]",train,"[0.6757700443267822, 0.12698552012443542, 0.19724437594413757]",0,0,sub-037,21000,21499.0
00000891.npy,"[-0.39433398842811584, -0.07798624783754349, 0.10455528646707535]",train,"[0.24881821870803833, 0.3414052724838257, 0.4097764790058136]",2,0,sub-037,21500,21999.0
00000892.npy,"[0.9479001760482788, -1.5180785655975342, -0.6258888244628906]",train,"[0.773883581161499, 0.06572260707616806, 0.1603938639163971]",0,0,sub-037,22000,22499.0
00000893.npy,"[1.2405868768692017, -2.4740209579467773, -1.0431461334228516]",train,"[0.8878881335258484, 0.021633392199873924, 0.0904785543680191]",0,0,sub-037,22500,22999.0
00000894.npy,"[0.8549461364746094, -1.4170657396316528, -0.5979254245758057]",train,"[0.7479419112205505, 0.07711620628833771, 0.17494185268878937]",0,0,sub-037,23000,23499.0
00000895.npy,"[0.4146169424057007, -0.4511242210865021, -0.2297636717557907]",train,"[0.5139466524124146, 0.21623772382736206, 0.2698156237602234]",0,0,sub-037,23500,23999.0
00000896.npy,"[0.02444179356098175, -0.8845516443252563, -0.6003120541572571]",train,"[0.5159099698066711, 0.20787537097930908, 0.27621468901634216]",0,0,sub-037,24000,24499.0
00000897.npy,"[0.29051077365875244, -0.7878707051277161, -0.4225732982158661]",train,"[0.5463657379150391, 0.18584389984607697, 0.26779037714004517]",0,0,sub-037,24500,24999.0
00000898.npy,"[-0.3551836311817169, -0.04433678835630417, -0.11074504256248474]",train,"[0.27461326122283936, 0.3747318685054779, 0.35065487027168274]",1,0,sub-037,25000,25499.0
00000899.npy,"[0.052382227033376694, -0.4876222014427185, -0.6493663191795349]",train,"[0.4811246395111084, 0.28037330508232117, 0.23850202560424805]",0,0,sub-037,25500,25999.0
00000900.npy,"[-0.6938894987106323, 0.08751737326383591, -0.12202166765928268]",train,"[0.20177090167999268, 0.4407773017883301, 0.357451856136322]",1,0,sub-037,26000,26499.0
00000901.npy,"[-1.8626095056533813, 0.8089351058006287, -0.3727540969848633]",train,"[0.05025443807244301, 0.7267941832542419, 0.22295145690441132]",1,0,sub-037,26500,26999.0
00000902.npy,"[0.07968100905418396, -0.43447259068489075, -0.08932404965162277]",train,"[0.40941473841667175, 0.24483267962932587, 0.34575262665748596]",0,0,sub-037,27000,27499.0
00000903.npy,"[-1.426835060119629, -0.4563961923122406, 0.9442397952079773]",train,"[0.06969612091779709, 0.1839352399110794, 0.7463686466217041]",2,0,sub-037,27500,27999.0
00000904.npy,"[-0.23388777673244476, 0.16026757657527924, -0.1594734936952591]",train,"[0.2808685898780823, 0.4165648818016052, 0.3025665283203125]",1,0,sub-037,28000,28499.0
00000905.npy,"[-0.31379276514053345, -0.5791447758674622, -0.13096587359905243]",train,"[0.3369791805744171, 0.2584414482116699, 0.40457943081855774]",2,0,sub-037,28500,28999.0
00000906.npy,"[0.08211436122655869, -0.652970552444458, -0.5745565891265869]",train,"[0.5004906058311462, 0.23996758460998535, 0.2595418095588684]",0,0,sub-037,29000,29499.0
00000907.npy,"[-0.22278396785259247, 0.3035808503627777, -0.46409517526626587]",train,"[0.28749141097068787, 0.48665615916252136, 0.22585244476795197]",1,0,sub-037,29500,29999.0
00000908.npy,"[0.8721137046813965, -1.222883701324463, -0.6146382689476013]",train,"[0.7411929368972778, 0.09121903032064438, 0.1675880402326584]",0,0,sub-037,30000,30499.0
00000909.npy,"[0.5601072311401367, -0.9545573592185974, -0.3920845687389374]",train,"[0.622751772403717, 0.13693185150623322, 0.24031634628772736]",0,0,sub-037,30500,30999.0
00000910.npy,"[0.15551209449768066, -0.17760103940963745, -0.21308819949626923]",train,"[0.41521498560905457, 0.2975800335407257, 0.28720495104789734]",0,0,sub-037,31000,31499.0
00000911.npy,"[0.6428270936012268, -1.2748101949691772, -0.5148100852966309]",train,"[0.6843776106834412, 0.10057186335325241, 0.21505048871040344]",0,0,sub-037,31500,31999.0
00000912.npy,"[-1.0378015041351318, -0.503230631351471, 0.7196807265281677]",train,"[0.11758428812026978, 0.20068293809890747, 0.681732714176178]",2,0,sub-037,32000,32499.0
00000913.npy,"[-0.28762102127075195, 0.2211877405643463, 0.06390564888715744]",train,"[0.24482537806034088, 0.40722015500068665, 0.34795454144477844]",1,0,sub-037,32500,32999.0
00000914.npy,"[-0.6733850836753845, 0.03635767847299576, 0.14174459874629974]",train,"[0.18893101811408997, 0.38418522477149963, 0.4268837571144104]",2,0,sub-037,33000,33499.0
00000915.npy,"[-0.4516405165195465, -0.11326198279857635, 0.02196321450173855]",train,"[0.24947349727153778, 0.3499293327331543, 0.4005972146987915]",2,0,sub-037,33500,33999.0
00000916.npy,"[1.251843810081482, -2.7159087657928467, -1.142452597618103]",train,"[0.9007769823074341, 0.01703900843858719, 0.08218405395746231]",0,0,sub-037,34000,34499.0
00000917.npy,"[1.478932499885559, -3.0074150562286377, -1.3486593961715698]",train,"[0.9342155456542969, 0.010520854964852333, 0.05526364594697952]",0,0,sub-037,34500,34999.0
00000918.npy,"[0.7840394377708435, -1.5075048208236694, -0.644321084022522]",train,"[0.7458168268203735, 0.07540968805551529, 0.17877347767353058]",0,0,sub-037,35000,35499.0
00000919.npy,"[-0.36729714274406433, 0.07430966198444366, -0.5036511421203613]",train,"[0.2917375862598419, 0.45371153950691223, 0.25455087423324585]",1,0,sub-037,35500,35999.0
00000920.npy,"[1.111493706703186, -2.3569729328155518, -0.9672377109527588]",train,"[0.8648622035980225, 0.026953235268592834, 0.10818455368280411]",0,0,sub-037,36000,36499.0
00000921.npy,"[-1.2207921743392944, -0.05087021738290787, 0.19138257205486298]",train,"[0.120096854865551, 0.3869209289550781, 0.49298226833343506]",2,0,sub-037,36500,36999.0
00000922.npy,"[1.659619688987732, -3.0254452228546143, -1.3143044710159302]",train,"[0.9430985450744629, 0.008706814609467983, 0.048194583505392075]",0,0,sub-037,37000,37499.0
00000923.npy,"[1.2211670875549316, -2.843698501586914, -1.4254993200302124]",train,"[0.9190734028816223, 0.015776166692376137, 0.06515046209096909]",0,0,sub-037,37500,37999.0
00000924.npy,"[0.14755746722221375, -0.8948037624359131, -0.6159238815307617]",train,"[0.5498547554016113, 0.19389036297798157, 0.2562549114227295]",0,0,sub-037,38000,38499.0
00000925.npy,"[-1.0605193376541138, -0.33239641785621643, 0.2953530550003052]",train,"[0.14385730028152466, 0.2979556620121002, 0.5581870675086975]",2,0,sub-037,38500,38999.0
00000926.npy,"[-0.3177354633808136, -0.8018631339073181, 0.01890643499791622]",train,"[0.33151310682296753, 0.20428982377052307, 0.4641970992088318]",2,0,sub-037,39000,39499.0
00000927.npy,"[0.4077335298061371, -0.804282546043396, -0.6352299451828003]",train,"[0.6060585975646973, 0.18036103248596191, 0.21358036994934082]",0,0,sub-037,39500,39999.0
00000928.npy,"[-1.128998875617981, -0.24641373753547668, 0.12029505521059036]",train,"[0.14482218027114868, 0.3500555157661438, 0.5051223039627075]",2,0,sub-037,40000,40499.0
00000929.npy,"[-0.008311927318572998, -0.2699401378631592, -0.3055385649204254]",train,"[0.3979825973510742, 0.30636587738990784, 0.29565155506134033]",0,0,sub-037,40500,40999.0
00000930.npy,"[-0.37071728706359863, -0.7234874367713928, 0.059926725924015045]",train,"[0.3085480332374573, 0.2168286144733429, 0.47462329268455505]",2,0,sub-037,41000,41499.0
00000931.npy,"[0.3313945233821869, -0.8807440996170044, -0.2510669529438019]",train,"[0.5387692451477051, 0.16031630337238312, 0.3009144365787506]",0,0,sub-037,41500,41999.0
00000932.npy,"[0.6297881603240967, -1.2255866527557373, -0.6540632247924805]",train,"[0.6976600885391235, 0.10911006480455399, 0.19322988390922546]",0,0,sub-037,42000,42499.0
00000933.npy,"[-0.25842201709747314, -0.1885780394077301, -0.22268104553222656]",train,"[0.32167497277259827, 0.3449452221393585, 0.333379864692688]",1,0,sub-037,42500,42999.0
00000934.npy,"[-0.29177185893058777, -0.04572014510631561, -0.1251451075077057]",train,"[0.28899404406547546, 0.3696134686470032, 0.34139248728752136]",1,0,sub-037,43000,43499.0
00000935.npy,"[0.4018969237804413, -0.7505247592926025, -0.4824554920196533]",train,"[0.5784183740615845, 0.18270553648471832, 0.2388760894536972]",0,0,sub-037,43500,43999.0
00000936.npy,"[-0.34994620084762573, -0.10627517104148865, -0.4070892333984375]",train,"[0.31052201986312866, 0.3962026536464691, 0.2932753264904022]",1,0,sub-037,44000,44499.0
00000937.npy,"[0.7379787564277649, -1.5832675695419312, -0.6195241212844849]",train,"[0.7377603650093079, 0.07241204380989075, 0.1898275464773178]",0,0,sub-037,44500,44999.0
00000938.npy,"[1.4370349645614624, -2.6664514541625977, -1.129955530166626]",train,"[0.9146776795387268, 0.01510589849203825, 0.07021636515855789]",0,0,sub-037,45000,45499.0
00000939.npy,"[0.7520790100097656, -1.2531538009643555, -0.6559200286865234]",train,"[0.7250258922576904, 0.09760946035385132, 0.17736473679542542]",0,0,sub-037,45500,45999.0
00000940.npy,"[0.8676382303237915, -1.675169825553894, -0.813218355178833]",train,"[0.7906015515327454, 0.062177058309316635, 0.1472213864326477]",0,0,sub-037,46000,46499.0
00000941.npy,"[0.5880787372589111, -1.4733885526657104, -0.7398516535758972]",train,"[0.7182400226593018, 0.09140832722187042, 0.1903516948223114]",0,0,sub-037,46500,46999.0
00000942.npy,"[0.47198885679244995, -1.1898547410964966, -0.7271190285682678]",train,"[0.6705775260925293, 0.12726809084415436, 0.20215435326099396]",0,0,sub-037,47000,47499.0
00000943.npy,"[0.878391444683075, -2.216898202896118, -1.07498300075531]",train,"[0.8424197435379028, 0.03812951594591141, 0.11945074051618576]",0,0,sub-037,47500,47999.0
00000944.npy,"[-0.5986317992210388, 0.1438274383544922, -0.7823023200035095]",train,"[0.254239022731781, 0.5341807007789612, 0.21158026158809662]",1,0,sub-037,48000,48499.0
00000945.npy,"[0.5183293223381042, -1.1487720012664795, -0.638978123664856]",train,"[0.6652806997299194, 0.1256006807088852, 0.20911861956119537]",0,0,sub-037,48500,48999.0
00000946.npy,"[0.6096680760383606, -1.4737181663513184, -0.5968666076660156]",train,"[0.7023752331733704, 0.0874512568116188, 0.21017344295978546]",0,0,sub-037,49000,49499.0
00000947.npy,"[-1.5516782999038696, 0.8755013346672058, -0.07884665578603745]",train,"[0.05992165580391884, 0.6787260174751282, 0.2613523602485657]",1,0,sub-037,49500,49999.0
00000948.npy,"[0.6480454206466675, -1.3657041788101196, -0.7310214638710022]",train,"[0.7218649387359619, 0.0963597372174263, 0.1817752867937088]",0,0,sub-037,50000,50499.0
00000949.npy,"[0.49104031920433044, -0.8652100563049316, -0.5059555172920227]",train,"[0.6147751212120056, 0.158381387591362, 0.22684355080127716]",0,0,sub-037,50500,50999.0
00000950.npy,"[0.13799379765987396, -0.6419867873191833, -0.4915320873260498]",train,"[0.5021947622299194, 0.23021356761455536, 0.267591655254364]",0,0,sub-037,51000,51499.0
00000951.npy,"[-0.5149857401847839, -0.009015660732984543, -0.4569200873374939]",train,"[0.2689344584941864, 0.4460529685020447, 0.2850126028060913]",1,0,sub-037,51500,51999.0
00000952.npy,"[0.34961390495300293, -0.5421467423439026, -0.39025571942329407]",train,"[0.5299109220504761, 0.21722818911075592, 0.2528608739376068]",0,0,sub-037,52000,52499.0
00000953.npy,"[1.5514756441116333, -3.382904529571533, -1.4856994152069092]",train,"[0.9477190375328064, 0.006818762514740229, 0.04546228051185608]",0,0,sub-037,52500,52999.0
00000954.npy,"[0.7827266454696655, -1.6611531972885132, -0.7090901136398315]",train,"[0.7623189687728882, 0.06618708372116089, 0.1714939922094345]",0,0,sub-037,53000,53499.0
00000955.npy,"[0.8617407083511353, -1.2192294597625732, -0.36588218808174133]",train,"[0.7053194642066956, 0.08803025633096695, 0.20665030181407928]",0,0,sub-037,53500,53999.0
00000956.npy,"[0.28954118490219116, -0.5977769494056702, -0.4787410795688629]",train,"[0.5331718921661377, 0.2195381075143814, 0.2472899705171585]",0,0,sub-037,54000,54499.0
00000957.npy,"[-0.0002190827508457005, -0.4437853693962097, -0.18436168134212494]",train,"[0.40427547693252563, 0.25944122672080994, 0.33628329634666443]",0,0,sub-037,54500,54999.0
00000958.npy,"[0.8358036875724792, -1.6974960565567017, -0.6250201463699341]",train,"[0.7625195980072021, 0.06054146960377693, 0.17693889141082764]",0,0,sub-037,55000,55499.0
00000959.npy,"[0.4893028736114502, -1.2988885641098022, -0.6529244780540466]",train,"[0.6727800369262695, 0.11253081262111664, 0.21468915045261383]",0,0,sub-037,55500,55999.0
00000960.npy,"[-0.527411162853241, -0.17022894322872162, -0.5461646914482117]",train,"[0.2931934595108032, 0.41906028985977173, 0.28774625062942505]",1,0,sub-037,56000,56499.0
00000961.npy,"[0.9992431402206421, -1.4515557289123535, -0.7570619583129883]",train,"[0.7943402528762817, 0.06849172711372375, 0.1371680498123169]",0,0,sub-037,56500,56999.0
00000962.npy,"[0.5413122177124023, -1.035264492034912, -0.45204806327819824]",train,"[0.6341107487678528, 0.13105890154838562, 0.2348303496837616]",0,0,sub-037,57000,57499.0
00000963.npy,"[1.032881259918213, -1.814937710762024, -0.8532990217208862]",train,"[0.8267055153846741, 0.04792463779449463, 0.1253698468208313]",0,0,sub-037,57500,57999.0
00000964.npy,"[0.4009740948677063, -1.1871057748794556, -1.011538028717041]",train,"[0.6906800866127014, 0.14111804962158203, 0.16820183396339417]",0,0,sub-037,58000,58499.0
00000965.npy,"[1.8062487840652466, -3.6808230876922607, -1.5836807489395142]",train,"[0.9635294675827026, 0.003988962154835463, 0.032481592148542404]",0,0,sub-037,58500,58999.0
00000966.npy,"[0.5767189860343933, -1.1887797117233276, -0.6852715015411377]",train,"[0.6876673698425293, 0.11766087263822556, 0.19467173516750336]",0,0,sub-037,59000,59499.0
00000967.npy,"[-0.32949867844581604, 0.07522638887166977, -0.08776243031024933]",train,"[0.265086829662323, 0.39733609557151794, 0.33757704496383667]",1,0,sub-037,59500,59999.0
00000968.npy,"[-0.27422988414764404, -0.12000706046819687, -0.27191564440727234]",train,"[0.31555020809173584, 0.36816850304603577, 0.3162813186645508]",1,0,sub-037,60000,60499.0
00000969.npy,"[0.8880432844161987, -1.9596751928329468, -0.9815122485160828]",train,"[0.8249676823616028, 0.04782869294285774, 0.1272035837173462]",0,0,sub-037,60500,60999.0
00000970.npy,"[0.978136420249939, -1.9020135402679443, -0.7673861980438232]",train,"[0.8125588297843933, 0.045605964958667755, 0.14183518290519714]",0,0,sub-037,61000,61499.0
00000971.npy,"[1.3820925951004028, -2.3504350185394287, -1.0500760078430176]",train,"[0.8994598388671875, 0.021526111289858818, 0.07901406288146973]",0,0,sub-037,61500,61999.0
00000972.npy,"[0.6918039321899414, -1.5435452461242676, -0.8639893531799316]",train,"[0.7587387561798096, 0.08115074038505554, 0.1601105034351349]",0,0,sub-037,62000,62499.0
00000973.npy,"[0.27350282669067383, -0.24782100319862366, -0.2970445454120636]",train,"[0.463188111782074, 0.2750105559825897, 0.2618013322353363]",0,0,sub-037,62500,62999.0
00000974.npy,"[0.5677211284637451, -1.131410837173462, -0.4360613226890564]",train,"[0.6454391479492188, 0.11801349371671677, 0.23654736578464508]",0,0,sub-037,63000,63499.0
00000975.npy,"[0.45188766717910767, -0.9222602844238281, -0.3457939624786377]",train,"[0.5870518684387207, 0.14855650067329407, 0.2643916606903076]",0,0,sub-037,63500,63999.0
00000976.npy,"[-0.046240683645009995, -0.4553823471069336, -0.45453161001205444]",train,"[0.4293677806854248, 0.2851947247982025, 0.2854374647140503]",0,0,sub-037,64000,64499.0
00000977.npy,"[1.0264114141464233, -2.239379405975342, -1.0658838748931885]",train,"[0.8609035611152649, 0.032857876271009445, 0.10623858124017715]",0,0,sub-037,64500,64999.0
00000978.npy,"[0.5672627091407776, -1.0257413387298584, -0.5439603924751282]",train,"[0.6525412797927856, 0.13267073035240173, 0.21478796005249023]",0,0,sub-037,65000,65499.0
00000979.npy,"[0.534302294254303, -1.079482078552246, -0.7575849890708923]",train,"[0.6784792542457581, 0.1351073533296585, 0.18641336262226105]",0,0,sub-037,65500,65999.0
00000980.npy,"[0.555411696434021, -0.7158862948417664, -0.5708996653556824]",train,"[0.6231716275215149, 0.17477929592132568, 0.20204909145832062]",0,0,sub-037,66000,66499.0
00000981.npy,"[-0.6181442141532898, -0.05635075271129608, 0.2789188027381897]",train,"[0.19207850098609924, 0.3368701636791229, 0.4710513651371002]",2,0,sub-037,66500,66999.0
00000982.npy,"[1.7683007717132568, -3.9250643253326416, -1.6280893087387085]",train,"[0.9644482731819153, 0.0032484927214682102, 0.03230319917201996]",0,0,sub-037,67000,67499.0
00000983.npy,"[-1.3347480297088623, 0.8666232228279114, -0.35598045587539673]",train,"[0.07874900847673416, 0.7116861343383789, 0.20956484973430634]",1,0,sub-037,67500,67999.0
00000984.npy,"[0.3574213683605194, -1.0685052871704102, -0.6554381847381592]",train,"[0.623649537563324, 0.14985406398773193, 0.2264963984489441]",0,0,sub-037,68000,68499.0
00000985.npy,"[0.6143937706947327, -1.1648368835449219, -0.5940052270889282]",train,"[0.6814574599266052, 0.11500817537307739, 0.203534334897995]",0,0,sub-037,68500,68999.0
00000986.npy,"[1.1261705160140991, -2.4160587787628174, -1.0668110847473145]",train,"[0.8767836093902588, 0.025381766259670258, 0.09783462435007095]",0,0,sub-037,69000,69499.0
00000987.npy,"[0.4202108085155487, -0.9940087795257568, -0.7157050371170044]",train,"[0.6392868161201477, 0.15542037785053253, 0.20529283583164215]",0,0,sub-037,69500,69999.0
00000988.npy,"[0.5536935329437256, -1.3334672451019287, -0.7172912359237671]",train,"[0.6982964873313904, 0.10579285770654678, 0.19591070711612701]",0,0,sub-037,70000,70499.0
00000989.npy,"[0.5727412700653076, -1.3879907131195068, -0.7837368845939636]",train,"[0.7151430249214172, 0.10066020488739014, 0.18419672548770905]",0,0,sub-037,70500,70999.0
00000990.npy,"[-0.17503660917282104, -0.1719653606414795, -0.06438153982162476]",train,"[0.3205040693283081, 0.3214899003505707, 0.358006089925766]",2,0,sub-037,71000,71499.0
00000991.npy,"[-0.7334214448928833, 0.3042585551738739, -0.15691791474819183]",train,"[0.17849281430244446, 0.503824770450592, 0.3176823854446411]",1,0,sub-037,71500,71999.0
00000992.npy,"[0.485627681016922, -0.8822277784347534, -0.4600966274738312]",train,"[0.6086239814758301, 0.1549876183271408, 0.2363884150981903]",0,0,sub-037,72000,72499.0
00000993.npy,"[0.4072359502315521, -0.8627761602401733, -0.26898282766342163]",train,"[0.5588576197624207, 0.15694297850131989, 0.2841993570327759]",0,0,sub-037,72500,72999.0
00000994.npy,"[0.16426685452461243, -0.375734806060791, -0.27218934893608093]",train,"[0.4486176073551178, 0.26143068075180054, 0.28995177149772644]",0,0,sub-037,73000,73499.0
00000995.npy,"[0.9142528772354126, -2.0417208671569824, -0.9044677019119263]",train,"[0.8235460519790649, 0.04284743592143059, 0.13360650837421417]",0,0,sub-037,73500,73999.0
00000996.npy,"[-1.2154312133789062, 0.15783503651618958, -0.299824059009552]",train,"[0.13429096341133118, 0.5302110314369202, 0.33549800515174866]",1,0,sub-037,74000,74499.0
00000997.npy,"[-0.9033191800117493, 0.1813121885061264, -0.31849756836891174]",train,"[0.17382176220417023, 0.514225423336029, 0.3119528293609619]",1,0,sub-037,74500,74999.0
00000998.npy,"[0.08142177015542984, -0.5666763782501221, -0.3424334228038788]",train,"[0.459229975938797, 0.24019545316696167, 0.3005746006965637]",0,0,sub-037,75000,75499.0
00000999.npy,"[1.235482931137085, -2.399219274520874, -1.0208135843276978]",train,"[0.8840721845626831, 0.023332249373197556, 0.0925956442952156]",0,0,sub-037,75500,75999.0
00001000.npy,"[1.1307542324066162, -2.490147113800049, -1.1800999641418457]",train,"[0.888150691986084, 0.023765621706843376, 0.0880836769938469]",0,0,sub-037,76000,76499.0
00001001.npy,"[0.7206299901008606, -1.4438107013702393, -0.5878594517707825]",train,"[0.7219997048377991, 0.08289577066898346, 0.19510449469089508]",0,0,sub-037,76500,76999.0
