crop_file,true_label,pred_label,logits,softmax,goodness
00058384.npy,1,1,"[-0.18238772451877594, -0.06914357841014862]","[0.4717191755771637, 0.5282807946205139]",0.5282807946205139
00020299.npy,0,0,"[-0.1442316472530365, -0.16161642968654633]","[0.5043460726737976, 0.4956539273262024]",0.4956539273262024
00069031.npy,1,1,"[-0.5035723447799683, 0.3144245147705078]","[0.30618903040885925, 0.6938109397888184]",0.6938109397888184
00066516.npy,1,1,"[-0.28895869851112366, 0.24973927438259125]","[0.3684904873371124, 0.6315094828605652]",0.6315094828605652
00018982.npy,0,1,"[-0.10465309023857117, 0.0781995952129364]","[0.4544137716293335, 0.5455862283706665]",0.5455862283706665
00067628.npy,1,1,"[-0.4774172604084015, 0.20757851004600525]","[0.3351472020149231, 0.6648527383804321]",0.6648527383804321
00004058.npy,1,1,"[-0.2558407187461853, 0.10459932684898376]","[0.4108530580997467, 0.5891469717025757]",0.5891469717025757
00024409.npy,1,0,"[0.1171615719795227, 0.06619976460933685]","[0.5127376914024353, 0.4872623085975647]",0.4872623085975647
00019153.npy,0,1,"[-0.2615438997745514, 0.2469252198934555]","[0.3755524456501007, 0.6244475245475769]",0.6244475245475769
00035739.npy,0,0,"[0.018357161432504654, -0.19753800332546234]","[0.5537651181221008, 0.44623491168022156]",0.44623491168022156
00008561.npy,1,1,"[-0.6990408897399902, 0.45661070942878723]","[0.23945830762386322, 0.7605417370796204]",0.7605417370796204
00068212.npy,1,1,"[0.093513123691082, 0.12342381477355957]","[0.49252286553382874, 0.5074771046638489]",0.5074771046638489
00063954.npy,1,1,"[-0.3153226673603058, 0.13738875091075897]","[0.38871628046035767, 0.6112836599349976]",0.6112836599349976
00067487.npy,1,1,"[-0.3649722635746002, 0.08243881911039352]","[0.38997650146484375, 0.6100234985351562]",0.6100234985351562
00037805.npy,1,1,"[-0.5162691473960876, 0.4572650194168091]","[0.2741766571998596, 0.7258234024047852]",0.7258234024047852
00030865.npy,1,1,"[-0.11501792073249817, 0.22633381187915802]","[0.41548117995262146, 0.5845188498497009]",0.5845188498497009
00033946.npy,1,1,"[-0.2610096335411072, -0.14266857504844666]","[0.47044920921325684, 0.5295507907867432]",0.5295507907867432
00004706.npy,1,1,"[-0.37755465507507324, 0.04740387201309204]","[0.39533084630966187, 0.6046691536903381]",0.6046691536903381
00014623.npy,0,1,"[-0.28071120381355286, 0.2513451874256134]","[0.37003737688064575, 0.6299626231193542]",0.6299626231193542
00013765.npy,1,1,"[-0.16148485243320465, 0.03793366253376007]","[0.4503099322319031, 0.5496900677680969]",0.5496900677680969
00034590.npy,1,1,"[-0.36422261595726013, 0.08286610245704651]","[0.3900531828403473, 0.6099467873573303]",0.6099467873573303
00028419.npy,0,1,"[-0.0950372964143753, 0.16766798496246338]","[0.43469879031181335, 0.5653011798858643]",0.5653011798858643
00008733.npy,1,1,"[-0.07793170213699341, 0.6945372223854065]","[0.31594526767730713, 0.6840547323226929]",0.6840547323226929
00027075.npy,0,1,"[-0.1812354326248169, 0.03946402296423912]","[0.4450480341911316, 0.5549520254135132]",0.5549520254135132
00033134.npy,1,0,"[0.2761878967285156, -0.11133651435375214]","[0.5956866145133972, 0.4043133854866028]",0.4043133854866028
00060486.npy,1,1,"[-0.23529860377311707, -0.12870196998119354]","[0.47337606549263, 0.5266239643096924]",0.5266239643096924
00043162.npy,0,1,"[-0.42562374472618103, 0.15417838096618652]","[0.3589780926704407, 0.6410219073295593]",0.6410219073295593
00062862.npy,1,0,"[-0.025380175560712814, -0.05560671165585518]","[0.5075560808181763, 0.4924439489841461]",0.4924439489841461
00014469.npy,0,1,"[-0.2999107539653778, 0.08197066932916641]","[0.40567320585250854, 0.5943267941474915]",0.5943267941474915
00017817.npy,1,1,"[-0.29508814215660095, 0.056127239018678665]","[0.41308772563934326, 0.5869122743606567]",0.5869122743606567
00033489.npy,1,0,"[0.01593763753771782, -0.13862311840057373]","[0.5385634303092957, 0.46143653988838196]",0.46143653988838196
00005022.npy,1,1,"[-0.18126381933689117, 0.32058194279670715]","[0.37710699439048767, 0.6228929758071899]",0.6228929758071899
00057675.npy,1,1,"[-0.19997568428516388, 0.07669121026992798]","[0.43127113580703735, 0.5687289237976074]",0.5687289237976074
00026493.npy,0,0,"[0.04888157546520233, -0.8773709535598755]","[0.7163143754005432, 0.2836855947971344]",0.2836855947971344
00033288.npy,1,0,"[0.181193545460701, 0.1333709955215454]","[0.5119533538818359, 0.48804664611816406]",0.48804664611816406
00030364.npy,0,1,"[0.009052079170942307, 0.22967688739299774]","[0.4450664520263672, 0.5549335479736328]",0.5549335479736328
00055202.npy,0,1,"[-0.1088370829820633, 0.7148690819740295]","[0.30497753620147705, 0.695022463798523]",0.695022463798523
00028253.npy,0,1,"[0.024345144629478455, 0.21881736814975739]","[0.45153456926345825, 0.5484654307365417]",0.5484654307365417
00034521.npy,0,1,"[-0.36123204231262207, 0.23561543226242065]","[0.355065256357193, 0.6449347138404846]",0.6449347138404846
00055348.npy,1,1,"[-0.2887260317802429, 0.18572013080120087]","[0.38356444239616394, 0.6164355874061584]",0.6164355874061584
00067655.npy,1,1,"[-0.13810066878795624, 0.21118679642677307]","[0.41355523467063904, 0.5864447951316833]",0.5864447951316833
00065005.npy,0,1,"[-0.1656363606452942, -0.09891225397586823]","[0.48332518339157104, 0.5166748762130737]",0.5166748762130737
00058817.npy,1,0,"[0.030070509761571884, -0.24391309916973114]","[0.568070650100708, 0.43192940950393677]",0.43192940950393677
00055542.npy,1,1,"[-0.3059796988964081, 0.6277534365653992]","[0.2821679413318634, 0.7178320288658142]",0.7178320288658142
00059433.npy,0,0,"[0.11356052756309509, 0.008246392011642456]","[0.5263041853904724, 0.4736957550048828]",0.4736957550048828
00007290.npy,1,1,"[-0.2585465908050537, -0.05779510363936424]","[0.4499800205230713, 0.5500199794769287]",0.5500199794769287
00019205.npy,0,1,"[-0.058896254748106, 0.0814402624964714]","[0.4649733603000641, 0.5350266695022583]",0.5350266695022583
00021952.npy,0,0,"[-0.060258474200963974, -0.14587685465812683]","[0.5213915109634399, 0.47860848903656006]",0.47860848903656006
00066695.npy,1,1,"[-0.5989226698875427, 0.37242308259010315]","[0.27461233735084534, 0.725387692451477]",0.725387692451477
00007844.npy,1,1,"[-0.5189970135688782, 0.08157274127006531]","[0.3542133569717407, 0.6457866430282593]",0.6457866430282593
00068939.npy,1,1,"[-0.2986045777797699, 0.14234113693237305]","[0.39151567220687866, 0.6084843873977661]",0.6084843873977661
00033920.npy,1,1,"[-0.1433330923318863, 0.12238810956478119]","[0.43395787477493286, 0.5660421848297119]",0.5660421848297119
00042120.npy,1,0,"[0.08423973619937897, -0.24905820190906525]","[0.5825616121292114, 0.4174383878707886]",0.4174383878707886
00064251.npy,0,1,"[-0.13057246804237366, -0.08285893499851227]","[0.4880738854408264, 0.5119261145591736]",0.5119261145591736
00041046.npy,1,0,"[0.028354143723845482, -0.2947224974632263]","[0.5800738334655762, 0.41992610692977905]",0.41992610692977905
00033041.npy,1,0,"[-0.10728999972343445, -0.41320347785949707]","[0.5758874416351318, 0.4241125285625458]",0.4241125285625458
00004433.npy,1,1,"[-0.2661827802658081, 0.04083447530865669]","[0.4238429665565491, 0.5761570334434509]",0.5761570334434509
00034980.npy,1,1,"[-0.2631714344024658, 0.09871694445610046]","[0.41050249338150024, 0.589497447013855]",0.589497447013855
00066719.npy,1,0,"[-0.04719657078385353, -0.23207230865955353]","[0.5460877418518066, 0.45391228795051575]",0.45391228795051575
00036977.npy,0,1,"[-0.19637161493301392, -0.14963336288928986]","[0.4883175790309906, 0.5116824507713318]",0.5116824507713318
00027994.npy,0,1,"[-0.47430184483528137, 0.39847561717033386]","[0.29467669129371643, 0.7053232789039612]",0.7053232789039612
00020790.npy,0,0,"[0.0874437540769577, -0.11027710139751434]","[0.5492697954177856, 0.45073020458221436]",0.45073020458221436
00033603.npy,1,1,"[-0.15497951209545135, 0.07792192697525024]","[0.4420364201068878, 0.5579635500907898]",0.5579635500907898
00042059.npy,1,0,"[0.24800468981266022, -0.11594566702842712]","[0.5899963974952698, 0.4100036323070526]",0.4100036323070526
00041833.npy,1,0,"[-0.22581607103347778, -0.34493276476860046]","[0.529744029045105, 0.4702560007572174]",0.4702560007572174
00019190.npy,0,1,"[-0.26669296622276306, -0.1797776073217392]","[0.4782848060131073, 0.5217151641845703]",0.5217151641845703
00041501.npy,1,1,"[-0.1924276500940323, -0.15783265233039856]","[0.4913521409034729, 0.5086479187011719]",0.5086479187011719
00032146.npy,1,1,"[-0.6186966896057129, 0.3000393807888031]","[0.28521549701690674, 0.7147845029830933]",0.7147845029830933
00066975.npy,1,1,"[-0.694996178150177, -0.5931093692779541]","[0.47455033659935, 0.5254496932029724]",0.5254496932029724
00058906.npy,1,1,"[-0.06563408672809601, 0.014309976249933243]","[0.48002463579177856, 0.5199753642082214]",0.5199753642082214
00057595.npy,1,1,"[-0.18335287272930145, 0.46752455830574036]","[0.3427918553352356, 0.6572081446647644]",0.6572081446647644
00062110.npy,1,1,"[-0.771368145942688, 0.6107532382011414]","[0.20066851377487183, 0.7993314862251282]",0.7993314862251282
00062813.npy,1,1,"[-0.4748639166355133, 0.09656119346618652]","[0.36090806126594543, 0.6390919089317322]",0.6390919089317322
00068448.npy,1,1,"[-0.19277070462703705, 0.13589231669902802]","[0.4185659885406494, 0.5814340114593506]",0.5814340114593506
00008690.npy,1,1,"[0.017013944685459137, 0.14534136652946472]","[0.4679621160030365, 0.5320379137992859]",0.5320379137992859
00067519.npy,1,0,"[-0.13207145035266876, -0.18307873606681824]","[0.5127490758895874, 0.4872509241104126]",0.4872509241104126
00006260.npy,0,0,"[-0.07886487245559692, -0.09872396290302277]","[0.5049645900726318, 0.4950353801250458]",0.4950353801250458
00001611.npy,0,1,"[-0.16742026805877686, 0.25314435362815857]","[0.3963816463947296, 0.603618323802948]",0.603618323802948
00009826.npy,1,1,"[-0.3923174738883972, -0.22171442210674286]","[0.4574523866176605, 0.5425475835800171]",0.5425475835800171
00039570.npy,1,1,"[-0.1600087434053421, -0.12346002459526062]","[0.4908638596534729, 0.5091361999511719]",0.5091361999511719
00068579.npy,1,1,"[0.15872743725776672, 0.21957677602767944]","[0.4847923815250397, 0.5152076482772827]",0.5152076482772827
00014934.npy,0,0,"[0.10999047756195068, -0.12181955575942993]","[0.5576943755149841, 0.44230565428733826]",0.44230565428733826
00063636.npy,1,1,"[-0.060830485075712204, 0.3016376495361328]","[0.41036221385002136, 0.5896377563476562]",0.5896377563476562
00007838.npy,1,1,"[-0.20677319169044495, 0.08800259977579117]","[0.4268350601196289, 0.5731649398803711]",0.5731649398803711
00001537.npy,1,1,"[-0.5412573218345642, -0.2812134623527527]","[0.4353528916835785, 0.5646470785140991]",0.5646470785140991
00036826.npy,0,1,"[-0.18238292634487152, -0.033539626747369766]","[0.46285775303840637, 0.537142276763916]",0.537142276763916
00058806.npy,1,0,"[0.14106598496437073, -0.35474929213523865]","[0.6214753985404968, 0.3785246014595032]",0.3785246014595032
00009928.npy,1,1,"[-0.44324755668640137, 0.5691283941268921]","[0.2665151059627533, 0.7334848642349243]",0.7334848642349243
00037961.npy,1,0,"[0.3566015064716339, -0.13689419627189636]","[0.6209295988082886, 0.3790704011917114]",0.3790704011917114
00068505.npy,0,0,"[0.20014087855815887, 0.13592152297496796]","[0.516049325466156, 0.4839507043361664]",0.4839507043361664
00068456.npy,1,1,"[-0.40238437056541443, 0.2121310979127884]","[0.3510298728942871, 0.6489701867103577]",0.6489701867103577
00001117.npy,0,1,"[-0.0523960180580616, 0.023409403860569]","[0.481057733297348, 0.5189422965049744]",0.5189422965049744
00063800.npy,0,1,"[-0.3230743706226349, 0.21051675081253052]","[0.369679719209671, 0.6303203105926514]",0.6303203105926514
00060461.npy,0,1,"[-0.11371752619743347, 0.29381147027015686]","[0.39950475096702576, 0.6004952192306519]",0.6004952192306519
00062159.npy,1,1,"[-0.2892768383026123, 0.24456726014614105]","[0.36962074041366577, 0.6303792595863342]",0.6303792595863342
00006508.npy,0,1,"[-0.37990647554397583, 0.14712320268154144]","[0.37120991945266724, 0.6287900805473328]",0.6287900805473328
00064999.npy,0,1,"[-0.12714387476444244, 0.32292428612709045]","[0.38934457302093506, 0.6106554269790649]",0.6106554269790649
00038241.npy,1,1,"[-0.14644300937652588, 0.1808350831270218]","[0.41890305280685425, 0.581096887588501]",0.581096887588501
00067422.npy,1,1,"[0.030034000054001808, 0.15439805388450623]","[0.46894899010658264, 0.531050980091095]",0.531050980091095
00028028.npy,0,0,"[-0.4998530447483063, -0.5338272452354431]","[0.5084927678108215, 0.49150729179382324]",0.49150729179382324
00068058.npy,0,1,"[-0.21897321939468384, -0.19224689900875092]","[0.4933188259601593, 0.5066812038421631]",0.5066812038421631
00027927.npy,0,0,"[-0.08263914287090302, -0.7806617021560669]","[0.6677492260932922, 0.33225080370903015]",0.33225080370903015
00062770.npy,1,1,"[-0.20876085758209229, -0.06481136381626129]","[0.46407464146614075, 0.5359253287315369]",0.5359253287315369
00038625.npy,1,1,"[-0.0625963807106018, 0.2900833189487457]","[0.4127327501773834, 0.587267279624939]",0.587267279624939
00013729.npy,1,1,"[-0.36623048782348633, -0.05771778151392937]","[0.42347782850265503, 0.5765222311019897]",0.5765222311019897
00005204.npy,1,1,"[-0.3863464593887329, 0.16301465034484863]","[0.36601266264915466, 0.6339873671531677]",0.6339873671531677
00022245.npy,0,1,"[0.20480947196483612, 0.30988559126853943]","[0.4737551212310791, 0.5262448787689209]",0.5262448787689209
00021768.npy,0,1,"[-0.198932483792305, 0.5714412927627563]","[0.3163982629776001, 0.6836017370223999]",0.6836017370223999
00004576.npy,1,1,"[-0.25694483518600464, 0.3836130201816559]","[0.34512045979499817, 0.6548795700073242]",0.6548795700073242
00004490.npy,1,0,"[0.13498283922672272, -0.0960991233587265]","[0.5575147867202759, 0.4424852132797241]",0.4424852132797241
00058779.npy,0,1,"[-0.3432638347148895, 0.5159135460853577]","[0.2975112497806549, 0.7024887800216675]",0.7024887800216675
00066732.npy,1,0,"[0.0801282525062561, -0.18993249535560608]","[0.5671078562736511, 0.43289220333099365]",0.43289220333099365
00063852.npy,1,1,"[-0.45808252692222595, -0.11086387932300568]","[0.41405707597732544, 0.5859429836273193]",0.5859429836273193
00061916.npy,1,0,"[-0.19978991150856018, -0.4058278799057007]","[0.5513280034065247, 0.44867193698883057]",0.44867193698883057
00007557.npy,0,0,"[0.11535738408565521, 0.009386502206325531]","[0.5264679193496704, 0.4735320508480072]",0.4735320508480072
00036926.npy,1,0,"[0.1224193274974823, -0.26547956466674805]","[0.5957767963409424, 0.4042232036590576]",0.4042232036590576
00041750.npy,1,1,"[-0.18385817110538483, 0.025293651968240738]","[0.44790181517601013, 0.5520981550216675]",0.5520981550216675
00059633.npy,0,0,"[0.04376011714339256, -0.5495398044586182]","[0.6441220045089722, 0.3558780550956726]",0.3558780550956726
00027289.npy,0,0,"[0.27419865131378174, -0.1294858306646347]","[0.5995725989341736, 0.4004274308681488]",0.4004274308681488
00014993.npy,0,1,"[0.23350761830806732, 0.49738964438438416]","[0.4344096779823303, 0.5655903220176697]",0.5655903220176697
00012574.npy,1,1,"[-0.23090845346450806, 0.11774046719074249]","[0.4137101173400879, 0.5862899422645569]",0.5862899422645569
00033230.npy,1,0,"[0.19202065467834473, -0.1680241972208023]","[0.5890513062477112, 0.4109487235546112]",0.4109487235546112
00010219.npy,0,0,"[0.18386636674404144, -0.12723994255065918]","[0.5771552920341492, 0.42284470796585083]",0.42284470796585083
00028195.npy,0,1,"[-0.4290870428085327, -0.0711720734834671]","[0.4114643931388855, 0.5885356664657593]",0.5885356664657593
00012207.npy,1,1,"[-0.17506077885627747, 0.3974509835243225]","[0.3606574535369873, 0.6393425464630127]",0.6393425464630127
00032557.npy,1,1,"[-0.3269011378288269, -0.013342451304197311]","[0.42224636673927307, 0.5777536630630493]",0.5777536630630493
00020785.npy,0,1,"[-0.06189463660120964, 0.2914729416370392]","[0.41256603598594666, 0.587433934211731]",0.587433934211731
00024748.npy,1,0,"[0.43169835209846497, -0.15078628063201904]","[0.6416388750076294, 0.3583610951900482]",0.3583610951900482
00059587.npy,1,1,"[-0.021738555282354355, 0.5260152220726013]","[0.36638569831848145, 0.6336142420768738]",0.6336142420768738
00036431.npy,1,1,"[-0.27803027629852295, 0.12611207365989685]","[0.4003174901008606, 0.5996825098991394]",0.5996825098991394
00026930.npy,0,0,"[0.19815118610858917, -0.3949801027774811]","[0.6440833210945129, 0.35591673851013184]",0.35591673851013184
00066913.npy,1,1,"[-0.8238127827644348, 0.22703276574611664]","[0.2590627670288086, 0.7409372329711914]",0.7409372329711914
00004210.npy,0,1,"[-0.4733487069606781, 0.5268737077713013]","[0.2688977122306824, 0.7311022877693176]",0.7311022877693176
00062487.npy,1,1,"[-0.16608844697475433, 0.2957570254802704]","[0.38654810190200806, 0.6134518980979919]",0.6134518980979919
00026184.npy,0,0,"[0.047770868986845016, -0.33911821246147156]","[0.5955336093902588, 0.4044664204120636]",0.4044664204120636
00010380.npy,1,1,"[-0.1373693346977234, -0.015509169548749924]","[0.46957260370254517, 0.5304273962974548]",0.5304273962974548
00024591.npy,1,1,"[-0.36247771978378296, 0.158082515001297]","[0.37272125482559204, 0.6272788047790527]",0.6272788047790527
00031768.npy,0,1,"[-0.22952350974082947, -0.21335522830486298]","[0.49595800042152405, 0.5040419697761536]",0.5040419697761536
00041522.npy,1,1,"[-0.14939014613628387, 0.3641999065876007]","[0.3743523359298706, 0.6256477236747742]",0.6256477236747742
00066660.npy,1,1,"[-0.4187343716621399, 0.3783213198184967]","[0.3106556832790375, 0.6893442869186401]",0.6893442869186401
00010946.npy,0,0,"[-0.22975900769233704, -0.23098982870578766]","[0.5003076791763306, 0.49969229102134705]",0.49969229102134705
00068548.npy,1,1,"[-0.12449601292610168, 0.443715900182724]","[0.3616495132446289, 0.6383504271507263]",0.6383504271507263
00063017.npy,1,1,"[-0.02243257686495781, 0.42880961298942566]","[0.3890654742717743, 0.6109345555305481]",0.6109345555305481
00036893.npy,1,0,"[0.09907487034797668, -0.014533106237649918]","[0.5283714532852173, 0.4716285169124603]",0.4716285169124603
00009661.npy,0,0,"[0.25585082173347473, -0.10694825649261475]","[0.5897178649902344, 0.410282164812088]",0.410282164812088
00026920.npy,1,1,"[-0.32678377628326416, 0.4533179998397827]","[0.31429794430732727, 0.6857020258903503]",0.6857020258903503
00066569.npy,1,1,"[-0.34244316816329956, 0.302569180727005]","[0.34411436319351196, 0.655885636806488]",0.655885636806488
00028128.npy,0,0,"[-0.12221069633960724, -0.37646129727363586]","[0.5632224678993225, 0.43677759170532227]",0.43677759170532227
00007899.npy,0,0,"[-0.1273850053548813, -0.19387520849704742]","[0.5166164636611938, 0.4833835959434509]",0.4833835959434509
00020671.npy,0,0,"[0.03160443529486656, 0.01039140671491623]","[0.5053030848503113, 0.4946969449520111]",0.4946969449520111
00065196.npy,0,1,"[-0.47335323691368103, 0.014515157788991928]","[0.3803958594799042, 0.6196041703224182]",0.6196041703224182
00026710.npy,1,1,"[-0.5239351987838745, 0.03272826969623566]","[0.3643198013305664, 0.6356801986694336]",0.6356801986694336
00024720.npy,1,1,"[-0.6168929934501648, 0.6682883501052856]","[0.21666954457759857, 0.7833304405212402]",0.7833304405212402
00008508.npy,1,1,"[-0.2442823052406311, -0.030687998980283737]","[0.4468035101890564, 0.5531964898109436]",0.5531964898109436
00058439.npy,0,0,"[-0.23685815930366516, -0.27119332551956177]","[0.5085829496383667, 0.4914170801639557]",0.4914170801639557
00006272.npy,1,0,"[-0.04037218913435936, -0.19864444434642792]","[0.5394856333732605, 0.4605143070220947]",0.4605143070220947
00027575.npy,0,0,"[-0.12777164578437805, -0.17875781655311584]","[0.5127437710762024, 0.4872561991214752]",0.4872561991214752
00058164.npy,1,0,"[0.3437333405017853, -0.14568489789962769]","[0.619969367980957, 0.38003063201904297]",0.38003063201904297
00058577.npy,1,1,"[-0.4075036644935608, -0.22310777008533478]","[0.45403119921684265, 0.545968770980835]",0.545968770980835
00039938.npy,1,1,"[-0.3894045650959015, 0.2159782499074936]","[0.3531131446361542, 0.6468868255615234]",0.6468868255615234
00004883.npy,1,0,"[-0.005515601485967636, -0.12667496502399445]","[0.5302528142929077, 0.4697471559047699]",0.4697471559047699
00057851.npy,0,0,"[0.14861369132995605, -0.23767025768756866]","[0.5953878164291382, 0.40461215376853943]",0.40461215376853943
00026977.npy,0,1,"[0.060698773711919785, 0.5229822397232056]","[0.3864442706108093, 0.6135557889938354]",0.6135557889938354
00043470.npy,1,0,"[0.10527386516332626, -0.11057011783123016]","[0.5537524819374084, 0.44624751806259155]",0.44624751806259155
00062463.npy,0,1,"[-0.4459189474582672, 0.4861620366573334]","[0.2825027108192444, 0.7174972891807556]",0.7174972891807556
00037193.npy,1,0,"[0.050004322081804276, -0.21996231377124786]","[0.5670847296714783, 0.4329153001308441]",0.4329153001308441
00014087.npy,1,1,"[-0.08846183121204376, 0.04215984046459198]","[0.4673909544944763, 0.5326091051101685]",0.5326091051101685
00043798.npy,0,1,"[-0.30209359526634216, 0.15834075212478638]","[0.3868827819824219, 0.6131171584129333]",0.6131171584129333
00006236.npy,0,0,"[0.12043233215808868, -0.34122979640960693]","[0.6134084463119507, 0.3865916132926941]",0.3865916132926941
00041775.npy,1,1,"[-0.09323026239871979, 0.2715524435043335]","[0.40980228781700134, 0.5901976823806763]",0.5901976823806763
00031856.npy,0,1,"[-0.39526718854904175, 0.18736110627651215]","[0.3583280146121979, 0.6416719555854797]",0.6416719555854797
00067579.npy,1,1,"[-0.37165459990501404, 0.22560806572437286]","[0.35497021675109863, 0.6450297832489014]",0.6450297832489014
00041777.npy,0,1,"[-0.5665310025215149, 0.45919716358184814]","[0.2639131546020508, 0.736086905002594]",0.736086905002594
00006986.npy,1,1,"[-0.1992383599281311, 0.06679335236549377]","[0.433881551027298, 0.5661184191703796]",0.5661184191703796
00040001.npy,1,1,"[-0.054147038608789444, -0.024778667837381363]","[0.49265843629837036, 0.5073415637016296]",0.5073415637016296
00058671.npy,1,1,"[-0.4016672968864441, 0.03186454623937607]","[0.39328327775001526, 0.6067167520523071]",0.6067167520523071
00059588.npy,1,1,"[-0.24406003952026367, -0.12798239290714264]","[0.4710131287574768, 0.5289868712425232]",0.5289868712425232
00034047.npy,1,1,"[-0.379269540309906, 0.02498498186469078]","[0.4002905488014221, 0.5997093915939331]",0.5997093915939331
00040036.npy,1,0,"[-0.16995251178741455, -0.3274906575679779]","[0.5393033027648926, 0.4606967270374298]",0.4606967270374298
00058474.npy,1,0,"[0.16815009713172913, -0.029255200177431107]","[0.5491916537284851, 0.4508083164691925]",0.4508083164691925
00012281.npy,1,1,"[-0.3857480585575104, 0.03313685208559036]","[0.39678359031677246, 0.6032163500785828]",0.6032163500785828
00009690.npy,0,1,"[-0.4409785270690918, -0.33178359270095825]","[0.47272834181785583, 0.5272716283798218]",0.5272716283798218
00041090.npy,1,1,"[0.0654144212603569, 0.22611813247203827]","[0.4599103033542633, 0.5400896668434143]",0.5400896668434143
00042158.npy,1,1,"[-0.16523118317127228, 0.23717001080513]","[0.4007355868816376, 0.5992644429206848]",0.5992644429206848
00065167.npy,1,1,"[-0.06799900531768799, 0.487505167722702]","[0.36458835005760193, 0.6354116201400757]",0.6354116201400757
00033105.npy,1,1,"[-0.047116439789533615, 0.10533022880554199]","[0.461961954832077, 0.5380380153656006]",0.5380380153656006
00041111.npy,1,1,"[-0.19738398492336273, -0.04795679822564125]","[0.4627125561237335, 0.5372874140739441]",0.5372874140739441
00024509.npy,1,1,"[-0.0657227486371994, 0.11154519766569138]","[0.4557986855506897, 0.5442012548446655]",0.5442012548446655
00008612.npy,1,1,"[-0.22938776016235352, 0.44629594683647156]","[0.3372253477573395, 0.6627746820449829]",0.6627746820449829
00059549.npy,1,0,"[-0.38909369707107544, -0.4843088388442993]","[0.5237858295440674, 0.476214200258255]",0.476214200258255
00008743.npy,0,0,"[-0.22975316643714905, -0.43729570508003235]","[0.5517001748085022, 0.4482998549938202]",0.4482998549938202
00032607.npy,1,1,"[-0.4681192934513092, -0.11982077360153198]","[0.4137950837612152, 0.5862049460411072]",0.5862049460411072
00019979.npy,0,0,"[0.2054831087589264, 0.06894566863775253]","[0.5340813994407654, 0.46591857075691223]",0.46591857075691223
00018869.npy,0,0,"[-0.07386589050292969, -0.28242379426956177]","[0.5519512891769409, 0.4480487108230591]",0.4480487108230591
00039152.npy,1,0,"[-0.2446359395980835, -0.3549238443374634]","[0.5275440812110901, 0.4724559783935547]",0.4724559783935547
00005209.npy,1,1,"[-0.42631295323371887, 0.1902131885290146]","[0.35057196021080017, 0.6494280695915222]",0.6494280695915222
00058416.npy,1,1,"[-0.2949698567390442, 0.21035465598106384]","[0.3762902021408081, 0.6237097978591919]",0.6237097978591919
00014398.npy,0,1,"[-0.45577332377433777, 0.046419013291597366]","[0.3770255744457245, 0.6229743957519531]",0.6229743957519531
00014621.npy,0,0,"[0.07035072147846222, -0.2528248131275177]","[0.5800979733467102, 0.4199020564556122]",0.4199020564556122
